# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m12_6_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = m12.6_2.data.R
# init = 2 (Default)
# random
#   seed = 2734546146
# output
#   file = m12.6_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a_society.1,a_society.2,a_society.3,a_society.4,a_society.5,a_society.6,a_society.7,a_society.8,a_society.9,a_society.10,bp,sigma_society,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10
-40.4623,0.996296,0.0469778,6,127,0,44.6153,-0.161179,-0.365454,0.134802,-0.238628,0.657909,0.234611,-0.235278,0.169078,-0.339305,0.368115,-0.456424,0.392146,0.410477,-2.90105,-3.09977,-3.94465,-2.87721,-2.75404,-2.73553,-2.96618,-2.77553,-2.95057,-3.08628
-37.3507,0.98786,0.0469778,6,63,0,42.8886,1.35856,0.0859118,0.119488,0.164596,0.16263,-0.0693671,-0.352176,0.2575,-0.118052,0.198149,0.107767,0.233112,0.2294,-4.24408,-2.56385,-3.3554,-4.18143,-2.93877,-2.64234,-2.82658,-2.78562,-3.70289,-3.61364
-37.2968,0.9955,0.0469778,6,63,0,40.6346,0.857482,-0.209451,-0.03642,-0.108135,0.457972,0.212869,-0.00664754,0.121956,-0.148137,0.25977,-0.211018,0.288794,0.163029,-2.28282,-2.72882,-2.55935,-2.80153,-3.04326,-5.24408,-2.87127,-2.77306,-3.05053,-3.05147
-34.4166,0.946103,0.0469778,6,63,0,41.41,0.745141,-0.219549,0.15425,0.043134,0.181533,-0.0738181,-0.295063,0.140196,-0.10022,0.291812,-0.155067,0.299591,0.246683,-2.23066,-2.46825,-2.56083,-4.50843,-3.05145,-2.79433,-2.85904,-2.92234,-2.97516,-3.28263
-33.2505,0.994283,0.0469778,6,63,0,37.0478,1.13342,-0.0172226,-0.028594,-0.0831872,0.311481,0.111086,-0.12835,0.0683826,-0.166984,0.0922786,-0.0213841,0.258791,0.161042,-3.18137,-2.56172,-2.51234,-3.1147,-2.71803,-4.01605,-3.06582,-2.69379,-4.54804,-3.35178
-33.3981,0.988754,0.0469778,5,31,0,38.7042,0.87473,-0.0635982,0.10294,0.0377746,0.232095,0.168025,-0.294498,0.190209,-0.0936698,0.263062,-0.121174,0.284777,0.157499,-2.61581,-2.47853,-2.56554,-3.95598,-2.78772,-2.78203,-2.77765,-2.90355,-3.12766,-3.17141
-37.0117,0.993568,0.0469778,6,63,0,42.1218,1.06599,-0.250141,0.0443414,0.106825,0.202093,-0.161099,0.0171434,0.129362,-0.0811955,0.0227662,-0.0124876,0.264171,0.166817,-2.27629,-2.49399,-2.82732,-4.08212,-3.5348,-5.38222,-2.89777,-2.94245,-5.73418,-3.4144
-38.9646,0.981962,0.0469778,4,31,0,47.2909,1.07724,-0.283358,0.0271884,0.116448,0.225554,-0.181463,0.0770384,0.125804,-0.0743834,0.0057265,-0.00967614,0.267314,0.163972,-2.27635,-2.47918,-3.04979,-3.55359,-3.4074,-6.80969,-2.80726,-3.20505,-5.35369,-3.925
-37.0032,0.983044,0.0469778,6,63,0,45.5132,0.910329,0.103944,0.00352011,-0.139614,0.052056,0.0955006,-0.336371,-0.0932922,-0.157261,0.121218,-0.0930885,0.287436,0.121078,-3.83799,-2.52878,-2.54532,-5.31988,-2.75287,-2.8578,-3.90358,-2.89131,-3.65473,-3.94498
-38.4942,0.96139,0.0469778,6,63,0,43.8327,1.15587,-0.325779,0.0355398,0.175422,0.231309,-0.0453229,0.0643371,-0.0227532,-0.190335,0.373073,-0.174061,0.253781,0.198875,-2.21967,-2.48892,-3.20641,-3.79843,-2.91696,-5.96935,-3.82639,-2.60777,-2.92415,-3.41116
-36.3713,0.9424,0.0469778,6,63,0,44.235,1.21633,-0.418807,0.108178,-0.241921,0.410893,0.152852,-0.407659,0.243442,-0.121385,0.416067,0.0974454,0.23662,0.291693,-2.28416,-2.4824,-3.2902,-3.14304,-2.67578,-2.39635,-2.85984,-2.58826,-3.03159,-3.0591
-35.7072,0.997597,0.0469778,5,31,0,39.393,1.32056,-0.415294,0.104666,-0.215083,0.41529,0.159226,-0.408951,0.237472,-0.126171,0.399987,0.0709078,0.23626,0.297741,-2.20799,-2.51142,-2.72956,-2.81293,-2.80184,-2.47572,-2.77856,-2.73339,-2.93687,-3.33348
-36.7126,0.997272,0.0469778,6,63,0,41.1327,1.42751,-0.301146,-0.0865208,-0.073086,0.197682,0.214135,-0.27112,0.189457,-0.429169,0.104833,-0.120181,0.236081,0.220475,-2.53012,-2.47429,-2.6609,-3.1781,-3.778,-3.5813,-2.90641,-2.71697,-3.66272,-3.05153
-36.5446,0.988635,0.0469778,6,127,0,41.6066,1.63424,-0.355191,-0.20698,0.0613596,0.309389,0.163123,-0.427706,0.238918,-0.369106,0.264458,0.0813101,0.201074,0.308223,-2.30901,-2.85396,-2.8529,-3.0686,-2.81461,-2.44208,-2.77309,-2.93788,-3.46909,-3.08057
-41.2681,0.994585,0.0469778,6,63,0,47.6409,1.70744,-0.0434812,-0.137927,-0.602531,0.254157,0.263779,-0.405637,0.200586,-0.27971,0.416605,0.143535,0.196477,0.302648,-3.93665,-2.54488,-4.74,-3.17385,-3.57283,-2.54571,-2.76854,-2.61389,-2.96078,-3.13839
-43.7754,0.75958,0.0469778,6,63,0,49.6931,0.75288,-0.390548,0.252715,0.530141,0.480466,-0.0829991,-0.333562,0.292059,-0.0201882,0.315024,-0.035953,0.298891,0.396567,-2.28294,-2.58295,-6.95347,-2.80204,-3.0889,-2.65579,-2.9107,-3.40184,-2.93428,-4.53531
-42.019,0.982601,0.0469778,6,63,0,48.1757,0.821194,-0.310103,0.222095,0.492788,0.45817,-0.0725695,-0.270792,0.277697,-0.0482632,0.350535,0.0246521,0.287327,0.438231,-2.21896,-2.50034,-5.90827,-2.848,-3.2181,-2.75429,-2.78673,-2.97853,-2.94614,-4.29929
-39.9702,0.963321,0.0469778,6,63,0,46.8769,1.16627,-0.582404,0.220257,0.203486,0.581889,0.231017,-0.466078,0.0509427,0.0178434,0.412347,-0.0565647,0.250947,0.324353,-2.5101,-2.66466,-3.30523,-3.08977,-2.99174,-2.39671,-3.38477,-3.38198,-2.93881,-3.05498
-46.0055,0.801041,0.0469778,6,127,0,52.4766,1.57063,-0.0646136,-0.0460613,0.1349,0.228343,-0.294764,-0.329383,0.14473,-0.684836,0.45914,-0.165021,0.230079,0.372506,-4.61231,-2.62254,-4.85358,-2.80478,-3.12488,-3.82671,-3.09889,-3.5025,-5.12719,-3.07303
-44.6838,0.992147,0.0469778,6,63,0,51.8688,1.42992,-0.1387,-0.21704,0.210771,0.439316,-0.1397,-0.401315,0.319174,-0.634148,0.442614,0.0198869,0.211322,0.309694,-2.50411,-3.56148,-2.98904,-3.01411,-4.22512,-2.39816,-2.7679,-5.96268,-3.05653,-3.97962
-41.5547,0.986118,0.0469778,6,63,0,50.6034,1.15673,-0.495797,0.369188,-0.128433,0.537075,-0.18939,-0.653123,0.198959,-0.417631,0.418772,-0.0198821,0.24826,0.453017,-2.3763,-3.21965,-2.66904,-2.83044,-4.16887,-2.78546,-2.85413,-3.34206,-2.92522,-3.06106
-44.0874,0.985901,0.0469778,6,63,0,49.7754,0.132707,0.280154,-0.159003,-0.337906,0.26599,0.379909,-0.17209,0.182662,-0.217159,0.162412,-0.402152,0.360531,0.244463,-3.23436,-4.64731,-4.45184,-4.63754,-3.59793,-3.07675,-2.89937,-2.58805,-3.85535,-3.06123
-40.9568,0.918711,0.0469778,6,127,0,49.7803,1.23817,-0.700485,0.382867,-0.141529,0.576451,-0.0623456,-0.567155,0.102206,-0.303358,0.388619,-0.0986748,0.243864,0.448609,-2.80585,-3.67122,-2.59472,-3.12412,-3.0141,-2.45736,-3.0549,-2.69176,-2.92423,-3.21615
-39.1683,0.994042,0.0469778,6,127,0,46.2243,0.216947,-0.0110608,0.203664,-0.0527417,0.495985,0.127709,-0.176114,0.599187,-0.225855,0.357473,-0.316514,0.342928,0.362887,-2.21972,-2.74368,-2.98618,-3.21593,-2.81893,-2.71653,-4.20893,-2.70459,-3.10635,-3.20841
-45.2092,0.7785,0.0469778,6,63,0,53.3693,0.102749,-0.161543,0.293813,0.0456864,0.199037,-0.272872,0.169038,0.154169,-0.306254,0.124075,-0.28998,0.358719,0.253738,-2.28586,-2.52254,-2.61033,-6.10637,-5.81365,-5.89451,-3.23913,-2.84158,-4.83667,-3.11767
-40.9103,0.979781,0.0469778,6,63,0,55.1338,0.566867,-0.079389,-0.182406,-0.0134592,0.307449,-0.374905,-0.384765,0.0584685,-0.512251,0.0553315,-0.486535,0.333274,0.22706,-2.67438,-3.19884,-2.64698,-2.88389,-4.334,-2.95309,-2.77487,-2.78365,-3.36313,-3.05386
-39.6382,0.981773,0.0469778,6,63,0,51.4755,0.753,-0.548849,0.364754,0.0073075,0.362812,0.0479761,-0.352599,0.0186291,0.0537934,0.260693,-0.255549,0.293122,0.382196,-2.76589,-2.80649,-2.51508,-3.33214,-2.78306,-2.4754,-3.84719,-3.55065,-3.36839,-3.35564
-38.6655,0.839458,0.0469778,6,63,0,48.0345,1.54934,-0.454674,-0.0784057,0.0328746,0.475228,0.406776,-0.315196,0.284829,-0.207386,0.39739,-0.0218386,0.210102,0.333938,-2.20783,-2.54301,-2.70577,-2.84347,-4.70042,-2.71495,-2.84621,-2.58802,-2.92584,-3.42076
-40.6157,0.999824,0.0469778,5,31,0,43.1524,1.06477,-0.544756,-0.0581367,-0.0650989,0.537705,0.439149,-0.215064,0.209833,-0.171522,0.394634,0.148486,0.251765,0.500954,-2.67875,-3.06913,-2.66882,-2.81495,-3.7968,-2.67911,-3.02632,-2.6282,-3.13185,-3.44769
-40.7424,0.715458,0.0469778,7,191,0,50.0714,1.3007,-0.697978,-0.0507061,0.160281,0.577385,0.434633,-0.288009,0.380257,0.000155061,0.445093,0.111432,0.219787,0.474896,-3.22303,-3.02481,-2.59581,-2.81047,-3.35401,-2.4138,-2.76554,-2.62452,-3.26965,-3.3803
-44.0535,0.89416,0.0469778,6,127,0,49.7343,1.43837,-0.813993,-0.218814,0.151951,0.474238,0.460107,-0.164421,0.204659,-0.0449222,0.483068,0.0044769,0.221575,0.36497,-3.07483,-3.10705,-3.17735,-2.81991,-5.32492,-3.48703,-2.77647,-2.96707,-3.09981,-3.12139
-39.8774,0.998647,0.0469778,6,127,0,47.678,1.17083,-0.00701977,0.290727,-0.256566,0.316918,-0.277014,-0.621845,0.201945,-0.293798,0.251056,-0.119982,0.265925,0.296342,-3.82954,-3.68626,-2.59812,-2.80991,-3.50324,-2.39583,-3.02117,-2.64634,-2.92852,-3.5725
-37.1713,0.970522,0.0469778,6,63,0,46.1334,0.643807,-0.310372,-0.23634,0.150443,0.312101,0.0785795,-0.408247,0.00618584,-0.180962,0.103897,-0.348779,0.319013,0.296657,-2.20786,-3.67506,-3.18852,-3.017,-2.74786,-2.6462,-3.0761,-2.93106,-3.45977,-3.07921
-39.2332,0.987312,0.0469778,6,63,0,45.3868,1.23154,-0.0772824,0.340382,-0.124061,0.194531,-0.0779734,-0.17538,0.238442,-0.437394,0.416282,0.0935468,0.243649,0.24125,-2.83611,-3.29866,-2.578,-4.24019,-3.13219,-3.35243,-2.76594,-3.27525,-2.93624,-3.53075
-37.6654,0.897816,0.0469778,6,127,0,46.7365,0.745378,0.104501,0.300693,0.0271593,0.389109,-0.102765,-0.216439,0.194709,-0.437453,0.288594,-0.0957884,0.299951,0.269093,-3.31089,-2.72376,-2.54279,-2.95175,-3.18217,-3.21633,-2.76794,-3.02922,-2.97392,-3.82037
-40.7688,0.687094,0.0469778,6,63,0,46.4915,0.29916,-0.0845733,0.149036,0.152077,0.334645,-0.229752,-0.408126,0.0850016,-0.0831502,0.298127,-0.408938,0.36625,0.23601,-2.5295,-2.48237,-3.48772,-2.81337,-3.09066,-2.97982,-2.79476,-4.55948,-3.74766,-4.81072
-47.3663,0.999571,0.0469778,7,255,0,57.7682,0.395781,-0.218549,0.45891,0.0986779,0.906626,0.752277,-0.150607,0.710102,0.0490689,0.604018,0.0983976,0.31054,0.710724,-2.48282,-2.48164,-2.73818,-3.48268,-6.00387,-2.47777,-4.14113,-2.63005,-2.94349,-3.59154
-40.2363,0.966624,0.0469778,7,127,0,52.9534,1.00462,0.308931,0.305448,0.0361453,0.465998,0.175223,-0.136997,0.28752,0.202171,0.562748,0.0504871,0.251173,0.423223,-4.20577,-2.50328,-2.58717,-3.33656,-2.7698,-2.72465,-2.97563,-3.57181,-2.92952,-3.18407
-41.8615,0.620917,0.0469778,6,63,0,51.6327,0.195218,-0.313399,0.338137,-0.187993,0.615314,0.305275,-0.358297,0.286808,-0.208237,0.340573,-0.285301,0.365646,0.341167,-2.30148,-2.62314,-2.86485,-3.29653,-3.90428,-2.71751,-3.12074,-2.79238,-3.2132,-5.02346
-41.7822,0.919657,0.0469778,6,63,0,48.5845,0.567453,-0.175414,0.295095,0.259411,0.493161,0.487154,-0.258387,0.466781,-0.273582,0.267047,-0.1547,0.295146,0.429634,-2.27832,-2.52095,-2.56434,-3.60201,-3.28867,-2.39836,-2.79651,-3.34861,-5.0185,-3.8453
-37.1898,0.982569,0.0469778,6,63,0,44.1616,0.163407,-0.232598,0.212545,-0.00586759,0.538732,0.211494,-0.00882647,0.293563,-0.117261,0.303261,-0.251263,0.355914,0.334568,-2.33229,-2.60171,-2.64173,-2.84043,-2.71052,-4.22368,-2.77094,-2.69312,-3.03235,-3.47377
-38.3133,0.999643,0.0469778,5,63,0,47.4158,0.0590103,-0.280362,0.208558,0.028055,0.576402,0.222442,0.0370541,0.33566,-0.161262,0.264093,-0.254373,0.358872,0.32785,-2.65133,-2.8762,-2.77616,-2.95085,-2.6749,-3.93168,-2.77249,-2.60494,-3.74654,-3.09975
-38.0598,0.972332,0.0469778,6,127,0,43.2707,0.496747,0.00392228,0.0532481,0.302038,0.557845,0.21735,-0.0463333,0.334677,-0.00372337,0.561077,-0.17683,0.309517,0.27178,-2.27961,-3.24203,-2.8163,-2.94768,-2.67983,-3.26278,-2.78637,-2.71234,-3.08042,-3.20372
-37.3269,0.982376,0.0469778,6,63,0,43.8482,0.912561,-0.311835,0.263025,-0.318845,0.359274,0.0734462,-0.636328,0.135024,-0.204002,0.179287,-0.193975,0.29022,0.284938,-2.23876,-2.97378,-2.99559,-2.82051,-2.76524,-2.42901,-2.7666,-2.81811,-3.09574,-3.35299
-38.5462,0.998561,0.0469778,6,127,0,44.1104,1.59998,-0.155651,-0.117257,-0.425693,0.291795,-0.203437,-0.670205,0.133297,-0.247924,0.391026,-0.102026,0.216139,0.329335,-3.35732,-2.47658,-3.11951,-2.83175,-3.1433,-2.44388,-2.77133,-2.65281,-3.18219,-3.16738
-41.5261,0.896069,0.0469778,6,63,0,45.7734,2.06854,-0.384338,-0.0480552,-0.0672515,-0.0569053,-0.16855,-0.177137,0.110329,-0.59314,0.165736,0.0948003,0.17626,0.252814,-3.1255,-3.03368,-3.44526,-4.09615,-2.68093,-5.61916,-2.96689,-3.04915,-2.99446,-3.48272
-38.2049,0.942747,0.0469778,6,63,0,47.3933,1.13556,-0.137641,-0.260387,-0.348539,0.0677212,0.101877,-0.370784,0.121483,-0.177992,0.338375,-0.153635,0.258579,0.258624,-2.62763,-3.51279,-3.33318,-5.36794,-2.70314,-2.60303,-2.86614,-2.66835,-2.9255,-3.11373
-39.8221,0.979259,0.0469778,6,63,0,47.1538,1.35821,-0.302849,-0.0505237,-0.413471,0.30978,0.16075,-0.165494,0.153468,-0.27696,0.334404,-0.235714,0.237909,0.183776,-2.37567,-2.48874,-3.40068,-2.9259,-3.01895,-4.01585,-2.76614,-2.58812,-2.92669,-3.91877
-36.3905,0.999939,0.0469778,6,63,0,44.2125,1.17931,-0.334053,-0.0294958,-0.145571,0.0320241,-0.0227801,-0.402031,0.0756806,-0.0755713,0.297344,0.0270203,0.257301,0.243891,-2.25297,-2.50647,-2.52798,-5.40471,-2.70655,-2.60604,-2.90764,-3.24362,-2.9319,-4.08896
-36.7786,0.997438,0.0469778,6,63,0,40.4837,0.952583,-0.336731,0.0574669,-0.120271,0.416184,0.0133043,-0.292753,0.274231,-0.176703,0.0372902,-0.355109,0.284574,0.285453,-2.22047,-2.46825,-2.51429,-2.80944,-2.67008,-3.17212,-3.14825,-2.87299,-4.35582,-3.40207
-38.1678,0.99894,0.0469778,6,63,0,42.5677,0.932297,0.0346475,-0.101109,-0.158123,0.15914,-0.110316,-0.465508,0.19646,-0.480729,0.224536,-0.147937,0.288026,0.206523,-3.52697,-2.71452,-2.53572,-3.84659,-2.85689,-2.51682,-2.86201,-2.89666,-2.9603,-3.66919
-36.8931,0.998791,0.0469778,6,63,0,40.9573,1.30583,-0.422152,0.0414187,-0.229987,0.462132,-0.0805008,-0.246982,-0.0539195,-0.31521,0.218147,-0.174061,0.246928,0.355548,-2.22303,-2.51148,-2.58659,-3.02089,-2.75151,-3.58082,-3.398,-2.58811,-3.05909,-3.10276
-36.8862,0.972217,0.0469778,6,127,0,41.1233,0.97535,-0.46522,0.122741,-0.105144,0.517529,-0.0123984,-0.519329,-0.0149153,-0.291616,0.253384,-0.28221,0.287087,0.341512,-2.22041,-2.59776,-2.53397,-3.41729,-2.67944,-2.47791,-2.99143,-2.66034,-2.94321,-3.07583
-41.6943,0.88724,0.0469778,6,63,0,46.2703,1.16633,0.0397984,0.00828174,-0.587897,0.496318,0.101851,-0.694471,0.0792322,-0.306411,0.373233,-0.156424,0.257966,0.3794,-3.72919,-2.47796,-4.94864,-2.97131,-2.75238,-2.61022,-2.91884,-2.5994,-3.0014,-3.06831
-36.4461,0.900132,0.0469778,6,63,0,47.6135,1.46621,-0.236669,0.136362,0.0177154,0.459839,0.0971219,-0.0667678,0.0820021,0.0512006,0.408634,0.187394,0.203415,0.274034,-2.26102,-2.46826,-2.52104,-3.05823,-2.90146,-3.2344,-4.23714,-2.77071,-3.4763,-3.18256
-40.017,0.673867,0.0469778,6,63,0,48.2555,0.962352,-0.117384,0.151644,-0.273118,0.236442,0.223997,-0.302538,0.334684,-0.186237,0.568325,0.204646,0.262424,0.297808,-2.30166,-2.5044,-3.75328,-5.00894,-2.68263,-2.44863,-2.76568,-2.65546,-3.13954,-4.43398
-40.5349,0.875798,0.0469778,6,127,0,49.4401,0.87214,0.0900256,0.230963,0.0206516,0.437565,-0.0520401,-0.130951,0.381552,-0.0587272,0.365847,-0.39484,0.288473,0.224605,-3.51585,-2.63807,-2.58436,-2.80248,-2.84983,-4.04201,-3.60131,-3.27633,-2.99131,-4.04832
-43.6002,0.913443,0.0469778,6,63,0,48.4726,0.0158043,0.0255548,0.0894853,0.0659247,0.38321,0.0494943,-0.351264,-0.0877024,-0.247651,0.414294,-0.187706,0.381795,0.465579,-2.36197,-2.85517,-2.5224,-3.13231,-2.68413,-2.62463,-4.15942,-2.62741,-3.60096,-7.87297
-42.9828,0.996382,0.0469778,6,63,0,50.2574,1.23661,-0.375932,0.0452275,-0.0385366,0.276409,0.195391,-0.573652,0.271413,0.155665,0.238664,-0.405024,0.255228,0.250298,-2.25399,-2.50511,-2.66213,-2.95338,-3.44635,-2.39699,-3.22983,-6.3598,-2.96434,-4.85926
-39.6801,0.819071,0.0469778,6,63,0,51.0755,1.18667,-0.126416,0.244426,-0.00539539,0.01687,0.0271308,-0.534248,0.210704,-0.0664416,0.268392,0.0593308,0.240337,0.279274,-2.42756,-2.57673,-2.52125,-7.74205,-2.98499,-2.55417,-2.95128,-2.64784,-3.99649,-3.05298
-38.4213,0.830927,0.0469778,6,63,0,46.5638,1.65161,-0.0158199,0.2541,-0.124988,0.284267,-0.0013236,-0.413256,0.226409,0.0946941,0.366987,-0.0486241,0.197642,0.281811,-3.78261,-3.28113,-2.52437,-3.26438,-2.78666,-2.44342,-2.76644,-3.85339,-3.01421,-4.18678
-38.3006,0.996516,0.0469778,6,63,0,42.3516,0.648502,-0.0741921,-0.0626269,-0.0618841,0.444652,-0.0740904,-0.292108,0.406731,0.0713959,0.283641,0.0211716,0.297482,0.285741,-2.26537,-3.54221,-2.78696,-3.24435,-3.78504,-2.46698,-2.90184,-3.22286,-3.66546,-3.70629
-42.4919,0.999083,0.0469778,6,63,0,47.0384,0.496175,0.29386,-0.201329,-0.264236,0.395461,-0.0408461,-0.186049,0.301536,-0.282004,0.392598,-0.474576,0.330635,0.267145,-4.501,-3.86062,-3.14359,-2.89754,-2.81544,-3.60789,-3.09958,-2.59076,-3.28059,-3.39512
-42.6262,0.844981,0.0469778,6,63,0,50.994,0.377443,-0.150785,0.112653,-0.105408,0.0352642,0.0793038,-0.477006,0.309577,-0.229711,0.0768071,-0.277311,0.348852,0.52759,-2.28169,-2.49499,-2.54022,-5.71477,-2.74835,-2.47703,-3.47085,-2.7983,-3.47393,-4.67774
-40.5062,0.980562,0.0469778,6,63,0,48.1796,1.28871,-0.208669,-0.088099,-0.202363,0.396644,-0.174827,-0.159383,-0.0595801,-0.376592,0.165164,0.0619809,0.251065,0.151048,-2.74082,-2.50015,-2.52665,-2.86018,-3.00415,-4.55022,-3.30141,-2.61217,-3.19314,-5.12792
-38.0183,0.996345,0.0469778,6,63,0,44.102,2.05418,-0.242494,-0.092779,0.0960965,0.00915857,0.121709,-0.335299,0.10901,-0.0574946,0.168136,0.044501,0.162197,0.255095,-3.2933,-2.50409,-3.71145,-4.82518,-2.93614,-2.94951,-2.80593,-3.19305,-3.95788,-3.64856
-37.8139,0.999503,0.0469778,6,63,0,43.5779,2.11254,-0.160885,-0.088827,-0.276842,0.124009,-0.0818231,-0.149351,0.128026,-0.030207,0.305814,0.212509,0.154245,0.123458,-3.8736,-2.5096,-2.58493,-3.74871,-2.80399,-4.18709,-2.79787,-3.25917,-3.10414,-3.05264
-39.2634,0.905093,0.0469778,5,31,0,47.7433,2.52768,-0.0482757,-0.155764,-0.0451615,0.00469054,-0.0410684,-0.195911,0.125828,-0.236478,0.141659,0.0845241,0.116921,0.181958,-6.73956,-2.68106,-3.4113,-3.92806,-2.68656,-4.51729,-2.78585,-2.65143,-3.91169,-4.20807
-36.6285,0.993685,0.0469778,6,63,0,48.8353,0.550315,-0.173832,0.172049,0.0637343,0.289851,0.0918582,-0.164538,-0.018945,0.101224,0.405211,-0.234614,0.314629,0.220173,-2.20927,-2.51759,-2.51329,-4.08513,-2.7123,-3.1488,-4.25504,-3.9813,-2.93765,-3.05291
-37.4758,0.843847,0.0469778,6,63,0,42.7364,0.959968,0.0442435,-0.0106865,0.0595017,0.128458,-0.0272544,-0.104726,0.347024,-0.118667,0.044969,0.00354822,0.278427,0.112637,-3.33303,-2.58662,-2.69558,-4.70705,-2.78089,-4.2649,-3.30109,-2.90395,-4.92155,-4.38869
-34.6723,1,0.0469778,6,63,0,41.928,0.70218,-0.162756,-0.0144693,-0.0738828,0.208669,0.056839,-0.161597,-0.0307596,-0.23604,0.0692405,-0.290388,0.309141,0.135717,-2.34023,-2.68143,-2.51543,-3.8612,-2.67436,-3.91065,-3.48556,-2.64356,-4.11553,-3.06715
-33.9376,0.999912,0.0469778,6,63,0,37.8508,1.16337,0.0474513,0.0783428,0.0893414,0.0676328,0.0113038,-0.102944,0.168644,0.0602793,0.186106,-0.0567203,0.248045,0.100848,-3.2953,-2.48181,-2.65068,-6.23552,-2.86899,-3.67002,-2.9331,-3.47136,-4.32443,-3.13663
-34.689,0.999685,0.0469778,5,31,0,38.7996,1.45123,-0.148021,-0.0860486,-0.108531,0.178705,0.0603567,-0.068434,0.000151516,0.0924719,0.0295263,0.0388647,0.225024,0.0811809,-2.92198,-2.53715,-2.51208,-3.80657,-2.67628,-4.7607,-3.40093,-4.44177,-5.58556,-3.12687
-36.2857,0.986601,0.0469778,5,31,0,41.6518,0.773597,0.0380891,0.103475,0.176007,-0.00601075,-0.045707,-0.0669146,0.0670284,-0.185466,0.103287,-0.0364865,0.293583,0.0985995,-2.86841,-2.51645,-2.90416,-7.47823,-3.03708,-4.14706,-3.30416,-2.60737,-4.65919,-3.90808
-36.3427,0.947909,0.0469778,6,63,0,42.2169,1.51688,-0.398355,-0.0981934,-0.355362,0.334309,0.0229909,-0.303985,-0.0116493,-0.0309611,0.166663,0.0192273,0.223427,0.267324,-2.30241,-2.48424,-2.9059,-2.80735,-2.68893,-3.19335,-3.16329,-3.70858,-3.44538,-3.23868
-37.1838,0.986467,0.0469778,6,63,0,40.9844,1.5145,-0.317754,-0.0981956,-0.454621,0.375063,0.0503377,-0.412267,0.00925305,-0.0331812,0.217803,-0.0176089,0.225477,0.273294,-2.51815,-2.47549,-3.32288,-2.83489,-2.77052,-2.73861,-2.98733,-3.84127,-3.06382,-3.17408
-37.3444,0.969772,0.0469778,6,127,0,43.6954,1.74337,-0.264548,-0.0333718,0.143008,0.395429,0.269783,-0.52711,0.0847174,-0.0453283,0.412455,0.173423,0.184328,0.248345,-2.49988,-2.4801,-3.12398,-2.87813,-3.10915,-2.44308,-3.36598,-2.77014,-2.99343,-3.10013
-40.9369,0.973665,0.0469778,6,127,0,45.1064,1.28459,-0.334957,-0.058057,-0.528856,0.150649,-0.192145,-0.236431,0.161346,-0.591376,0.11939,-0.319755,0.264938,0.415234,-2.61428,-2.52839,-3.21773,-2.93796,-2.70073,-5.03715,-3.41634,-2.81234,-2.93021,-3.0663
-43.9788,0.735267,0.0469778,6,127,0,50.931,0.983286,-0.364905,-0.0997016,-0.395359,-0.118626,-0.460889,-0.560124,-0.120881,-0.504978,-0.135814,-0.580355,0.323877,0.307997,-2.95816,-2.76979,-2.55853,-3.27305,-2.79554,-4.04335,-3.11602,-3.27807,-2.92465,-4.51894
-41.5058,0.996804,0.0469778,6,127,0,52.3187,-0.114624,-0.348461,0.222748,0.0755774,0.620478,0.347017,-0.79865,0.215184,-0.230457,0.204289,-0.44448,0.386532,0.491949,-2.81178,-2.72295,-2.54322,-2.81041,-3.23521,-3.63229,-2.83712,-2.59149,-3.44798,-3.06482
-39.1641,0.907095,0.0469778,7,127,0,47.1693,0.345208,-0.220801,0.0568511,0.0601927,0.205744,-0.341427,-0.491616,0.0260791,-0.486207,0.15931,-0.538371,0.366607,0.410824,-2.31694,-2.46893,-3.19397,-3.02379,-3.45603,-2.81887,-2.78176,-2.58802,-3.09999,-3.73612
-42.2337,0.997389,0.0469778,7,127,0,46.2406,-0.237328,-0.181229,0.149178,0.107013,0.206168,-0.244929,-0.537487,0.0192555,-0.391166,0.188069,-0.528837,0.414674,0.589299,-2.24785,-2.69348,-2.60554,-4.3214,-3.88576,-2.39608,-3.05249,-2.60275,-2.92488,-4.07019
-38.3796,0.995912,0.0469778,6,63,0,50.6303,1.73923,-0.199663,-0.303757,-0.17547,0.357014,0.0683745,-0.555683,-0.118622,-0.146055,0.059763,-0.0714529,0.201609,0.276261,-3.31703,-2.80837,-2.52773,-2.84292,-2.86662,-2.42069,-3.73195,-3.02052,-4.3725,-3.22062
