# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = MedianAgeDivorce_3.data.R
# init = 2 (Default)
# random
#   seed = 2734688122
# output
#   file = MedianAgeDivorce_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma
-43.823,1,0.742088,2,3,0,44.1277,9.67157,-0.929956,1.42485
-43.9756,0.822362,0.742088,3,7,0,45.6679,9.65611,-0.895258,1.53682
-43.9903,0.945898,0.742088,2,7,0,44.7793,9.76973,-1.07678,1.3599
-44.378,0.926175,0.742088,2,3,0,44.8734,9.76158,-0.824577,1.41026
-45.0306,0.813714,0.742088,3,7,0,47.4707,9.45073,-1.16698,1.65741
-46.0575,0.872412,0.742088,3,7,0,48.0851,9.83218,-0.924746,1.22032
-44.3996,0.86522,0.742088,2,3,0,47.9784,9.94477,-1.07712,1.48725
-44.7164,0.959996,0.742088,4,31,0,45.2989,9.75108,-1.0945,1.7001
-44.31,0.995526,0.742088,3,15,0,45.2182,9.65757,-0.985391,1.31201
-44.6151,0.932724,0.742088,5,59,0,45.3862,9.83399,-0.883965,1.35016
-44.7789,0.953015,0.742088,5,63,0,45.8441,9.52638,-1.2526,1.60777
-45.9008,0.914578,0.742088,2,3,0,46.7547,9.82321,-0.894251,1.23503
-46.1576,0.978748,0.742088,5,55,0,46.7543,9.68965,-0.888385,1.20651
-46.1576,0.780321,0.742088,1,1,0,47.3981,9.68965,-0.888385,1.20651
-45.1302,1,0.742088,2,3,0,46.4121,9.52958,-0.956538,1.2766
-45.726,0.820795,0.742088,4,19,0,47.6613,9.74403,-0.727831,1.31964
-45.726,0.275987,0.742088,1,1,0,49.2355,9.74403,-0.727831,1.31964
-46.1576,0.733067,0.742088,2,3,0,49.7213,9.52449,-1.11778,1.20847
-44.9543,1,0.742088,2,3,0,46.8414,9.84912,-1.1004,1.70561
-44.8458,0.976093,0.742088,2,3,0,45.7469,9.60625,-1.04362,1.71891
-45.3925,0.990543,0.742088,4,31,0,45.9557,9.4919,-0.898662,1.73763
-46.6676,0.899687,0.742088,3,7,0,48.0512,9.89896,-1.50594,1.47953
-46.6427,0.789991,0.742088,3,7,0,50.4924,10.1063,-0.881164,1.35921
-49.2067,0.663671,0.742088,3,7,0,52.6921,9.1568,-1.05661,1.98414
-49.0929,0.992712,0.742088,3,7,0,52.0615,9.9553,-0.453126,1.4087
-44.4114,1,0.742088,2,3,0,48.4872,9.6273,-1.02856,1.66313
-45.1842,0.936053,0.742088,2,3,0,45.61,9.75144,-0.919271,1.75228
-45.4131,0.974916,0.742088,2,3,0,46.2162,9.62892,-0.765034,1.71895
-44.1318,0.935739,0.742088,2,3,0,47.2042,9.48923,-1.04726,1.5221
-44.6492,0.969365,0.742088,4,15,0,44.8155,9.45589,-0.946557,1.60962
-46.8503,0.823436,0.742088,2,3,0,47.5096,9.3243,-0.649682,1.50381
-45.155,1,0.742088,2,3,0,46.7814,9.99932,-1.23123,1.48801
-45.1737,0.994547,0.742088,3,7,0,45.8985,9.99772,-0.842026,1.53539
-44.8237,0.920495,0.742088,2,3,0,46.5124,10.0014,-1.07693,1.4434
-46.8274,0.788035,0.742088,2,3,0,47.9602,9.53706,-0.540803,1.66598
-44.3381,1,0.742088,2,3,0,47.4121,9.7226,-1.12459,1.64221
-44.0493,0.984813,0.742088,2,3,0,44.9035,9.82364,-0.966338,1.55534
-44.6514,0.962962,0.742088,4,27,0,44.9609,9.70553,-0.744789,1.5017
-44.0137,0.945564,0.742088,3,15,0,45.8854,9.82725,-0.988809,1.39766
-47.5195,0.662805,0.742088,2,3,0,48.1519,10.059,-0.634546,1.76276
-46.2732,0.984461,0.742088,3,7,0,48.788,10.1361,-1.05666,1.40083
-45.4867,1,0.742088,2,3,0,47.4111,9.912,-0.999138,1.754
-44.3452,0.997976,0.742088,2,3,0,45.7797,9.70197,-0.992512,1.65596
-46.1486,0.847365,0.742088,2,3,0,46.5006,9.24336,-1.15987,1.61733
-44.5189,0.978542,0.742088,2,3,0,46.5539,9.42298,-0.987133,1.53775
-43.8357,0.918613,0.742088,3,11,0,45.7197,9.64462,-0.969198,1.54352
-45.2425,0.774092,0.742088,2,3,0,46.457,9.47346,-1.3459,1.51448
-47.9443,0.863551,0.742088,3,7,0,48.4793,9.16328,-0.977518,1.84395
-44.9955,0.86731,0.742088,3,7,0,50.0867,9.80678,-1.11868,1.2679
-44.2172,1,0.742088,2,3,0,45.4988,9.69556,-0.817861,1.49786
-45.0537,0.878744,0.742088,2,3,0,45.6184,9.71826,-1.26206,1.68718
-44.2135,0.997435,0.742088,2,3,0,45.2501,9.7583,-1.23535,1.53332
-44.8473,0.918276,0.742088,5,55,0,45.7367,9.39956,-1.09126,1.59899
-43.8745,0.998566,0.742088,2,3,0,44.8687,9.8187,-1.07245,1.4254
-44.152,0.958936,0.742088,2,3,0,44.454,9.48634,-0.974094,1.46798
-46.9403,0.743363,0.742088,2,3,0,47.3817,9.1768,-0.933694,1.69085
-46.4281,0.962785,0.742088,3,7,0,49.1738,9.6096,-1.3141,1.23292
-45.1094,1,0.742088,2,3,0,46.8975,9.7849,-0.733271,1.62718
-45.0095,1,0.742088,1,1,0,45.2212,9.80569,-0.758815,1.62725
-45.114,0.941437,0.742088,2,3,0,46.269,10.0205,-0.934684,1.43961
-44.1155,0.996371,0.742088,2,3,0,45.5774,9.77921,-1.22053,1.44462
-44.2341,0.754215,0.742088,1,3,0,46.6222,9.67346,-0.905697,1.61295
-44.3661,0.865184,0.742088,3,7,0,46.287,9.70829,-1.27317,1.40812
-44.8498,0.897683,0.742088,2,3,0,45.7246,9.88932,-1.28883,1.44725
-46.5715,0.79775,0.742088,2,3,0,47.8059,10.0918,-1.06758,1.31473
-43.9025,1,0.742088,2,3,0,46.3704,9.60946,-1.17311,1.46971
-44.3096,0.969699,0.742088,2,3,0,44.4219,9.71675,-0.801576,1.48557
-44.7282,0.9777,0.742088,2,3,0,44.8,9.80595,-0.75861,1.47441
-45.5702,0.960633,0.742088,4,27,0,45.7943,9.87802,-1.40421,1.5073
-46.3195,0.844726,0.742088,4,23,0,48.5073,9.97257,-0.880739,1.27538
-48.4985,0.511502,0.742088,1,1,0,48.9633,10.0345,-0.910243,1.19009
-45.6761,1,0.742088,2,3,0,48.5777,9.90768,-0.781397,1.34215
-44.9899,1,0.742088,1,1,0,45.6649,9.88137,-0.836817,1.36213
-43.8382,0.865722,0.742088,2,7,0,46.5275,9.73429,-1.16587,1.47908
-44.4224,0.930365,0.742088,2,3,0,44.6211,9.49475,-0.891519,1.55731
-44.6475,0.847683,0.742088,3,7,0,46.4327,9.95668,-1.16946,1.49076
-44.1714,0.59519,0.742088,3,7,0,49.3832,9.73416,-0.882156,1.58042
-44.8707,0.942483,0.742088,2,3,0,45.1515,9.6194,-0.720392,1.50158
-44.0777,1,0.742088,3,7,0,45.1369,9.66327,-1.02691,1.33309
-43.7383,0.836645,0.742088,2,3,0,45.9656,9.71361,-1.13638,1.46118
-43.7397,0.948498,0.742088,2,3,0,44.299,9.60523,-1.08645,1.44071
-44.025,0.921937,0.742088,5,47,0,44.7739,9.6688,-1.13027,1.35334
-46.003,0.766137,0.742088,2,3,0,46.5403,9.61333,-1.47909,1.58078
-44.1984,1,0.742088,2,3,0,46.428,9.83165,-0.923274,1.56805
-44.3949,0.989864,0.742088,2,3,0,44.4673,9.90364,-0.927224,1.54809
-45.0323,0.793568,0.742088,2,3,0,46.8862,9.79557,-1.22915,1.68945
-45.2141,0.963304,0.742088,2,3,0,46.2101,9.91359,-1.32148,1.43526
-45.0108,0.987827,0.742088,3,15,0,46.0499,9.35534,-0.938156,1.52217
-43.7933,1,0.742088,2,3,0,44.8815,9.72078,-1.02633,1.54793
-44.3286,0.940402,0.742088,2,3,0,44.7234,9.68498,-1.15087,1.31812
-45.9844,0.588377,0.742088,3,7,0,48.27,9.78468,-0.886312,1.83118
-44.987,0.964369,0.742088,2,7,0,47.7629,9.98933,-1.09446,1.61406
-44.3477,0.976628,0.742088,2,3,0,45.4346,9.47524,-0.95442,1.55543
-44.0048,0.987045,0.742088,4,19,0,44.7802,9.72403,-1.01982,1.34555
-45.3878,0.645882,0.742088,3,11,0,47.8544,9.97094,-1.31119,1.51611
-44.524,0.990477,0.742088,3,15,0,45.8733,9.68949,-1.10824,1.6759
-44.2843,1,0.742088,4,19,0,44.9005,9.54112,-0.966003,1.60488
-46.3694,0.845057,0.742088,2,3,0,46.7238,9.20749,-1.1651,1.54835
-45.1497,0.837071,0.742088,2,3,0,48.5363,9.34515,-1.03909,1.41402
-44.7346,0.82773,0.742088,2,3,0,47.222,9.61145,-1.10102,1.27608
-44.0007,0.948111,0.742088,3,7,0,45.3654,9.65672,-1.09368,1.34814
-44.0493,0.997169,0.742088,2,3,0,44.1371,9.68784,-1.14114,1.35284
-44.0465,1,0.742088,3,7,0,44.0769,9.69151,-0.935832,1.58849
-44.4129,0.922283,0.742088,2,3,0,45.4848,9.63445,-1.06201,1.29786
-46.3694,0.65064,0.742088,3,15,0,48.7258,9.86293,-1.0852,1.86477
-46.7809,0.935807,0.742088,3,7,0,49.0627,9.37164,-0.608918,1.57497
-44.9912,1,0.742088,3,7,0,47.1724,9.34621,-1.07415,1.4704
-45.2675,0.78307,0.742088,2,7,0,48.0313,9.56435,-0.93052,1.75346
-45.2799,0.998166,0.742088,4,31,0,45.7297,9.67931,-0.937811,1.77081
-44.3807,0.97474,0.742088,4,23,0,46.3338,9.81378,-1.24061,1.40876
-44.0485,0.998974,0.742088,3,15,0,44.6604,9.53219,-1.07362,1.3967
-44.0732,0.742165,0.742088,2,3,0,47.2153,9.81856,-1.18696,1.46895
-44.4209,0.916181,0.742088,5,55,0,45.6749,9.5286,-0.837066,1.51677
-47.3792,0.863648,0.742088,2,7,0,47.6682,9.74543,-0.57405,1.83608
-45.4013,0.972878,0.742088,2,7,0,47.9761,9.86978,-0.968699,1.7581
-47.2939,0.88869,0.742088,4,23,0,48.7611,10.0426,-0.776041,1.84615
-46.2269,0.97495,0.742088,2,3,0,48.3415,9.74323,-0.928766,1.86833
-44.4414,0.984635,0.742088,3,15,0,47.7814,9.6152,-1.00647,1.30143
-44.9984,0.765302,0.742088,5,55,0,46.9875,9.70466,-1.22873,1.28411
-44.3445,0.945222,0.742088,2,3,0,46.2111,9.72766,-0.837912,1.58548
-46.9414,0.716606,0.742088,2,3,0,47.8836,10.0555,-0.885728,1.28707
-45.5235,0.528315,0.742088,2,3,0,52.0964,10.0902,-1.12058,1.51748
-44.7333,1,0.742088,2,3,0,46.0833,9.88577,-1.00176,1.66237
-44.4921,0.987294,0.742088,5,35,0,45.3944,9.761,-1.16829,1.31456
-44.5262,0.982943,0.742088,3,15,0,44.933,9.88099,-1.10123,1.34577
-44.966,0.954327,0.742088,3,11,0,45.8372,9.70759,-1.06794,1.73875
-44.2231,0.99761,0.742088,4,23,0,45.2777,9.86245,-1.05717,1.58123
-44.0717,0.993483,0.742088,4,23,0,44.6642,9.64897,-1.22716,1.43828
-45.4458,0.773186,0.742088,3,7,0,46.5883,10.0696,-0.916294,1.5374
-45.732,0.974604,0.742088,1,1,0,45.9293,10.0841,-0.867768,1.55668
-45.1857,0.97384,0.742088,2,7,0,46.9352,9.45339,-0.898889,1.68786
-44.035,0.894902,0.742088,2,3,0,46.9053,9.76245,-1.12622,1.57656
-45.3305,0.884361,0.742088,2,3,0,45.6083,9.92887,-0.786112,1.63709
-44.3847,0.981435,0.742088,3,7,0,46.003,9.82414,-1.24351,1.52934
-43.9161,1,0.742088,2,3,0,44.4084,9.73011,-1.15469,1.53786
-44.6689,0.938936,0.742088,2,3,0,44.8385,9.6801,-1.2966,1.5926
-44.0818,0.988152,0.742088,2,3,0,45.0638,9.76881,-1.10867,1.59127
-44.0349,0.902581,0.742088,4,23,0,45.6377,9.63598,-1.15851,1.566
-44.3223,0.76466,0.742088,3,7,0,47.3828,9.73742,-1.1254,1.31532
-44.2863,0.869824,0.742088,4,31,0,45.9097,9.82879,-1.11388,1.34878
-44.4335,0.817991,0.742088,3,11,0,46.5307,9.64497,-0.852574,1.36065
-45.7079,0.885923,0.742088,4,23,0,45.918,10.0028,-1.27985,1.63169
-43.8679,1,0.742088,2,3,0,45.7533,9.8078,-1.00337,1.41829
-43.9102,0.976508,0.742088,2,3,0,44.2126,9.83012,-1.10444,1.45405
-44.2966,0.806311,0.742088,2,3,0,47.2603,9.48968,-0.928636,1.42922
-43.6553,1,0.742088,2,3,0,44.2325,9.65922,-1.06487,1.48695
-45.0179,0.868608,0.742088,2,3,0,45.0275,9.58859,-1.35077,1.57421
-44.3016,0.872332,0.742088,2,3,0,46.8274,9.64643,-0.995844,1.64724
-44.7102,0.972768,0.742088,3,7,0,45.1272,9.59743,-1.19068,1.30498
-43.7509,0.942532,0.742088,2,3,0,45.3875,9.65394,-1.12501,1.49863
-44.2626,0.943916,0.742088,2,3,0,44.3832,9.79238,-0.928393,1.6086
-44.8931,0.855818,0.742088,2,3,0,47.1034,9.65874,-1.19994,1.28159
-43.904,0.963212,0.742088,2,3,0,45.2787,9.62375,-1.13628,1.39177
-45.3854,0.807295,0.742088,2,3,0,45.8881,9.87977,-1.25529,1.31197
-44.3484,0.908432,0.742088,2,3,0,46.5221,9.6394,-1.16706,1.32599
-45.0993,0.851672,0.742088,3,15,0,46.1381,9.43867,-0.818284,1.4165
-44.7973,0.982529,0.742088,2,7,0,46.165,9.97362,-0.985159,1.5932
-43.7933,0.993361,0.742088,2,7,0,44.7333,9.62478,-1.00658,1.5353
-44.1448,0.94329,0.742088,2,7,0,44.4795,9.7803,-1.03383,1.61125
-45.3294,0.83775,0.742088,2,7,0,46.5136,10.0181,-0.854183,1.45859
-44.5638,0.96016,0.742088,2,3,0,46.0065,9.47693,-1.2271,1.45497
-44.2761,0.999341,0.742088,3,15,0,44.9122,9.88812,-0.95906,1.41278
-44.1433,0.93151,0.742088,2,3,0,45.0728,9.86095,-0.956588,1.41646
-45.2063,0.887968,0.742088,2,3,0,45.5258,9.51482,-1.12328,1.72952
-46.3782,0.936393,0.742088,2,3,0,47.0029,9.91155,-0.761457,1.29754
-44.8735,0.997919,0.742088,3,11,0,46.2595,9.91662,-0.843186,1.4086
-45.0883,0.995638,0.742088,4,27,0,45.8523,9.99265,-0.852979,1.52712
-45.7193,0.796452,0.742088,2,7,0,49.9165,9.91329,-1.36597,1.39595
-46.5842,0.848881,0.742088,1,1,0,46.7924,9.9346,-1.44421,1.39579
-46.2893,0.934534,0.742088,2,3,0,49.2635,9.31547,-1.29189,1.39799
-45.3763,0.895987,0.742088,4,27,0,48.3958,9.44922,-1.20637,1.69297
-45.3312,0.961084,0.742088,3,7,0,46.4603,9.52625,-1.38543,1.53127
-44.8244,0.960462,0.742088,2,3,0,46.4883,9.8052,-1.23559,1.32426
-44.1167,0.997222,0.742088,2,7,0,45.1771,9.51476,-1.14203,1.44032
-44.6887,0.923207,0.742088,2,3,0,45.2175,9.85592,-1.10191,1.66423
-44.9777,0.974365,0.742088,4,19,0,45.7573,9.78978,-1.13195,1.71953
-45.8131,0.78515,0.742088,2,3,0,48.4631,9.51402,-0.793935,1.76022
-46.9469,0.920308,0.742088,2,3,0,47.824,9.19986,-0.869006,1.70399
-47.3926,0.972185,0.742088,2,3,0,47.768,9.16145,-0.786949,1.6455
-43.7575,0.978505,0.742088,2,7,0,46.9107,9.66856,-0.987775,1.53037
-44.3564,0.89891,0.742088,2,3,0,44.8182,9.87927,-0.885216,1.52106
-44.9389,0.970914,0.742088,2,3,0,45.0152,9.50944,-1.30959,1.42333
-46.1486,0.927606,0.742088,2,3,0,47.0283,9.67432,-1.43853,1.69767
-45.1793,0.992544,0.742088,2,3,0,46.8898,9.61807,-1.39872,1.49784
-44.2251,0.925116,0.742088,4,23,0,46.5887,9.63247,-0.839878,1.42254
-44.2633,0.967171,0.742088,2,3,0,44.8975,9.86922,-0.947284,1.39926
-44.4153,0.917603,0.742088,4,31,0,45.8048,9.49335,-1.07208,1.60537
-44.8077,0.954839,0.742088,2,3,0,45.3825,9.48972,-1.28847,1.51061
-48.5733,0.659584,0.742088,2,3,0,49.4363,10.3614,-1.14471,1.58074
-49.3086,0.976471,0.742088,3,7,0,51.532,9.07689,-1.43977,1.61263
-46.4528,0.918636,0.742088,2,3,0,50.9358,10.1107,-1.24022,1.6726
-47.0867,0.972346,0.742088,3,7,0,47.1581,10.1099,-1.37037,1.66624
-46.209,1,0.742088,3,7,0,47.8433,9.38976,-0.746573,1.37452
-43.7802,0.962133,0.742088,2,3,0,46.6251,9.60903,-1.04843,1.40513
-43.7459,0.952619,0.742088,2,3,0,44.3248,9.76807,-0.998511,1.43312
-44.4679,0.941995,0.742088,2,3,0,44.5857,9.66271,-1.18849,1.31825
-45.4399,0.906219,0.742088,2,3,0,45.943,9.85673,-1.08028,1.24843
-43.8338,1,0.742088,2,3,0,45.6182,9.78818,-1.11825,1.49658
-44.4071,0.847198,0.742088,2,3,0,45.9367,9.43941,-1.05936,1.42983
-45.9965,0.896634,0.742088,3,7,0,46.1932,9.29847,-0.800585,1.58067
-45.0457,0.964304,0.742088,2,7,0,47.4351,9.76166,-1.11984,1.73584
-45.891,0.94693,0.742088,2,3,0,46.6994,9.66565,-0.74427,1.29045
-44.4064,1,0.742088,2,3,0,46.1883,9.88685,-1.1828,1.54224
-46.9523,0.882681,0.742088,2,3,0,47.2813,9.56624,-0.715933,1.25462
-45.3558,0.968142,0.742088,3,7,0,48.7861,9.78024,-1.38311,1.60921
-45.5568,0.962732,0.742088,5,39,0,46.4235,9.5957,-0.650454,1.46245
-44.401,0.972221,0.742088,2,3,0,46.3834,9.87546,-0.960521,1.37081
-45.0879,0.90793,0.742088,2,3,0,45.7111,9.57786,-1.36533,1.55693
-46.3798,0.885261,0.742088,3,11,0,47.9862,10.1582,-1.06596,1.42559
-45.7781,0.853283,0.742088,3,7,0,49.983,9.36208,-0.781985,1.63079
-47.0685,0.969346,0.742088,2,3,0,47.1898,9.32065,-0.65316,1.70115
-46.9732,0.963375,0.742088,2,3,0,48.0103,9.31637,-0.63342,1.54416
-50.1159,0.674079,0.742088,3,7,0,53.4629,10.482,-0.967332,1.68662
-48.5931,0.919032,0.742088,3,7,0,51.8538,10.3012,-1.25903,1.75243
-48.2805,0.970327,0.742088,3,7,0,49.4464,9.17352,-0.816408,1.35398
-47.2716,1,0.742088,1,1,0,48.6603,9.19873,-0.888882,1.37967
-44.0442,1,0.742088,2,3,0,46.9978,9.86095,-0.997083,1.42797
-45.4002,0.926174,0.742088,2,3,0,45.6161,9.47208,-1.26289,1.32974
-43.9595,0.931195,0.742088,3,7,0,46.4205,9.68539,-1.05117,1.34803
-43.9849,0.95249,0.742088,4,27,0,44.6317,9.63965,-1.16792,1.5464
-44.9779,0.921608,0.742088,2,3,0,45.2069,9.68031,-1.32973,1.61907
-44.4389,0.988431,0.742088,2,3,0,45.3371,9.67028,-1.2195,1.61622
-44.0299,1,0.742088,2,3,0,44.4972,9.69362,-1.20757,1.5257
-43.6972,0.9637,0.742088,1,3,0,44.5156,9.7465,-1.00708,1.49283
-44.4839,0.809247,0.742088,1,3,0,45.5434,9.62055,-1.25263,1.58939
-44.0463,0.997811,0.742088,4,19,0,44.4925,9.75189,-1.18398,1.54499
-44.4125,0.799648,0.742088,1,3,0,46.6298,9.5301,-0.840651,1.52639
-45.9931,0.805413,0.742088,2,3,0,46.6414,9.82282,-1.17358,1.81938
-44.0703,1,0.742088,2,3,0,46.0572,9.68064,-0.880591,1.40014
-44.4986,0.736772,0.742088,3,7,0,47.1162,9.6009,-1.29865,1.49086
-43.8038,1,0.742088,2,3,0,44.5695,9.74633,-1.11408,1.40543
-45.65,0.773884,0.742088,2,3,0,46.1586,9.64981,-1.35481,1.30909
-45.1786,0.931853,0.742088,2,3,0,47.0531,9.41062,-0.823186,1.59275
-45.502,0.962315,0.742088,3,7,0,46.6434,9.74243,-0.649259,1.46265
-44.606,0.999231,0.742088,3,7,0,46.1872,9.95852,-1.07922,1.56335
-46.3164,0.816485,0.742088,3,7,0,47.4609,9.57642,-0.649236,1.74746
-46.7058,0.972888,0.742088,4,23,0,47.7707,9.69904,-0.613589,1.78474
-44.8145,0.890624,0.742088,2,7,0,49.4299,9.41107,-1.06407,1.37784
-44.1932,1,0.742088,2,3,0,45.0941,9.50838,-0.923649,1.44403
-44.0729,0.918304,0.742088,2,3,0,45.352,9.78238,-1.20179,1.42689
-44.862,0.852566,0.742088,2,3,0,45.8123,9.86002,-0.992869,1.69374
-44.4742,0.998857,0.742088,4,23,0,45.3541,9.73438,-1.30534,1.47108
-46.0614,0.822429,0.742088,3,7,0,46.9278,9.92465,-0.650415,1.614
-44.1645,0.996847,0.742088,2,3,0,46.0868,9.75968,-0.844516,1.51509
-44.3399,0.977621,0.742088,1,1,0,44.3679,9.75316,-0.805902,1.5158
-43.8642,0.997837,0.742088,2,7,0,44.5175,9.60721,-0.969607,1.40312
-45.0461,0.874494,0.742088,2,3,0,45.2572,9.68377,-1.01034,1.75047
-46.2243,0.828152,0.742088,3,7,0,48.7072,10.0492,-1.29382,1.39318
-44.8221,1,0.742088,2,3,0,46.5524,9.80115,-1.25293,1.33448
-45.1893,0.969834,0.742088,3,7,0,45.9745,9.89437,-0.748768,1.44798
-44.6048,0.999968,0.742088,3,7,0,45.8786,9.66475,-1.3187,1.42658
-45.908,0.799655,0.742088,2,3,0,47.5523,9.82664,-1.15391,1.22023
-43.9756,0.999484,0.742088,3,15,0,45.9813,9.60514,-0.921321,1.40844
-44.1887,0.947369,0.742088,2,3,0,44.6431,9.58594,-0.852346,1.45203
-44.5954,0.968635,0.742088,2,3,0,45.1534,9.75037,-1.29811,1.39968
-44.1661,0.945223,0.742088,3,7,0,45.6018,9.5293,-0.896921,1.49428
-45.6204,0.83269,0.742088,3,15,0,46.338,9.86671,-1.25282,1.73366
-48.3604,0.863864,0.742088,2,3,0,49.6571,10.252,-0.811238,1.41296
-44.12,1,0.742088,2,3,0,48.8333,9.81731,-1.19889,1.48924
-44.5329,0.922389,0.742088,2,3,0,45.1447,9.46303,-1.02879,1.60734
-45.4979,0.940003,0.742088,3,7,0,45.9335,9.4239,-0.837346,1.68856
-46.9879,0.939584,0.742088,2,7,0,47.7375,9.71547,-0.581289,1.7924
-47.1213,0.981756,0.742088,3,7,0,47.5231,9.64866,-1.41443,1.24748
-47.8124,0.937343,0.742088,3,7,0,50.1101,9.83733,-0.702786,1.94998
-46.8794,1,0.742088,3,7,0,49.3679,9.5571,-1.33268,1.22723
-44.8252,0.944824,0.742088,2,3,0,48.3589,9.97024,-1.13635,1.40299
-44.7338,0.905244,0.742088,2,3,0,46.6665,9.42816,-0.889842,1.44223
-44.3235,0.933715,0.742088,5,55,0,45.8768,9.47587,-0.920747,1.46582
-44.8098,0.946346,0.742088,2,3,0,45.6348,9.91595,-1.17711,1.36146
-44.9794,0.943144,0.742088,2,3,0,46.2483,9.35671,-0.95021,1.52656
-44.2652,1,0.742088,2,3,0,45.1951,9.90324,-0.955151,1.51197
-45.276,0.897665,0.742088,2,3,0,46.3765,9.48771,-1.30044,1.36453
-43.7532,1,0.742088,2,3,0,45.086,9.79237,-1.04644,1.45597
-46.0856,0.68413,0.742088,3,7,0,47.0919,9.23609,-1.03001,1.62792
-44.5551,1,0.742088,2,3,0,46.3244,9.66067,-0.982052,1.68489
-44.8164,0.9717,0.742088,2,3,0,45.5619,9.6761,-1.33641,1.40016
-44.7646,0.96719,0.742088,4,19,0,45.7729,9.5453,-1.29735,1.40888
-44.4276,1,0.742088,2,3,0,44.7957,9.56687,-1.24185,1.39406
-44.9018,0.835756,0.742088,3,11,0,46.6696,9.93626,-1.21725,1.39628
-44.4527,0.999404,0.742088,4,31,0,45.4426,9.84002,-1.24001,1.54358
-45.0608,0.970574,0.742088,2,7,0,45.4322,9.64686,-0.698237,1.46073
-45.7671,0.816233,0.742088,4,19,0,48.1064,9.50679,-0.655086,1.47253
-47.0989,0.802513,0.742088,1,1,0,47.2319,9.52326,-0.524915,1.47022
-45.0669,1,0.742088,2,3,0,46.8949,9.76771,-1.34714,1.60238
-45.0964,0.818781,0.742088,4,31,0,49.1517,9.39706,-0.842501,1.56235
-44.7549,1,0.742088,2,3,0,45.346,9.5385,-0.783895,1.57084
-44.3074,0.973626,0.742088,2,3,0,45.2446,9.91407,-1.12519,1.49941
-45.9806,0.867675,0.742088,3,7,0,46.2387,9.30752,-0.785447,1.5171
-44.6881,1,0.742088,3,11,0,46.3963,9.58895,-1.10383,1.68761
-43.6648,0.919167,0.742088,1,3,0,45.8836,9.68472,-0.990191,1.44464
-44.1014,0.919252,0.742088,2,3,0,44.4023,9.55058,-1.07476,1.36939
-43.6869,1,0.742088,2,3,0,44.1225,9.69561,-1.00195,1.4207
-44.1777,0.944429,0.742088,2,3,0,44.2927,9.87695,-1.07854,1.402
-45.4304,0.756955,0.742088,2,3,0,47.1472,9.60539,-0.678834,1.62687
-45.1517,0.986497,0.742088,4,23,0,46.1014,9.73097,-0.70467,1.61166
-44.3735,0.972535,0.742088,2,3,0,45.8519,9.55864,-0.91031,1.61124
-44.7604,0.834406,0.742088,3,15,0,47.4188,9.80616,-0.761186,1.44824
-44.0114,0.634961,0.742088,2,3,0,49.893,9.5928,-1.19307,1.48704
-45.3326,0.885441,0.742088,2,3,0,45.6453,9.78963,-0.67207,1.48388
-45.0778,0.955606,0.742088,2,7,0,46.677,10.0456,-1.0342,1.50078
-45.2393,0.858075,0.742088,3,15,0,47.2664,9.32524,-1.13226,1.53837
-45.9785,0.98047,0.742088,2,3,0,46.6317,9.3595,-1.30224,1.64816
-47.2385,0.927554,0.742088,2,7,0,47.8872,10.2144,-0.866193,1.46129
-45.1484,1,0.742088,2,3,0,47.687,9.59638,-0.959756,1.75055
-45.0153,0.884434,0.742088,2,3,0,47.8735,9.41975,-0.839817,1.43939
-44.2514,0.816667,0.742088,3,11,0,48.1151,9.7769,-0.890968,1.37372
-44.8792,0.8864,0.742088,4,19,0,45.7879,9.45876,-1.18724,1.62597
-44.903,0.9934,0.742088,3,11,0,45.3157,9.93377,-0.931633,1.35821
-44.3284,0.945279,0.742088,3,7,0,45.8211,9.52222,-0.972196,1.60373
-44.5585,0.987941,0.742088,2,3,0,44.7289,9.42481,-0.976294,1.55371
-44.1283,0.994087,0.742088,2,7,0,44.8948,9.64089,-0.840981,1.46925
-44.3277,0.885371,0.742088,2,7,0,45.7499,9.48922,-1.04599,1.58525
-45.6769,0.891109,0.742088,2,3,0,46.0672,9.94839,-0.709062,1.48723
-45.7336,0.841067,0.742088,3,7,0,49.1088,9.40439,-1.25128,1.69122
-46.4609,0.961685,0.742088,3,7,0,47.551,10.0789,-0.974292,1.31827
-44.1999,0.970246,0.742088,2,3,0,47.2964,9.66136,-1.19929,1.36227
-44.2733,0.936929,0.742088,3,11,0,45.2916,9.69689,-0.898694,1.61734
