# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = MedianAgeDivorce_4.data.R
# init = 2 (Default)
# random
#   seed = 592096659
# output
#   file = MedianAgeDivorce_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50
-45.6917,0.993598,0.808854,3,11,0,46.897,9.75589,-0.601898,1.29985,10.2097,10.2699,9.90877,10.8116,9.30687,9.96896,8.82536,9.42725,7.56137,9.54763,9.84858,9.24669,11.4737,9.1865,9.96896,10.1495,10.3903,10.5107,9.84858,9.54763,9.00593,8.28365,9.54763,9.60782,9.90877,10.0292,9.96896,10.1495,9.30687,8.76517,9.90877,8.34384,9.96896,10.2097,9.60782,10.7514,9.78839,9.12631,8.46422,9.54763,10.0292,10.2699,10.2699,11.4135,9.24669,9.54763,9.84858,10.3903,9.60782,10.8718
-44.7599,1,0.808854,1,1,0,45.6137,9.78045,-0.64896,1.35019,10.2698,10.3347,9.94528,10.9187,9.29632,10.0102,8.77715,9.42611,7.41434,9.55591,9.88039,9.23143,11.6326,9.16653,10.0102,10.2049,10.4644,10.5942,9.88039,9.55591,8.97184,8.19309,9.55591,9.6208,9.94528,10.0751,10.0102,10.2049,9.29632,8.71226,9.94528,8.25799,10.0102,10.2698,9.6208,10.8538,9.81549,9.10163,8.38778,9.55591,10.0751,10.3347,10.3347,11.5677,9.23143,9.55591,9.88039,10.4644,9.6208,10.9836
-44.5082,1,0.808854,4,27,0,45.3319,9.68026,-1.084,1.42076,10.4976,10.606,9.9556,11.5816,8.8716,10.064,8.00439,9.0884,5.72798,9.3052,9.8472,8.7632,12.774,8.6548,10.064,10.3892,10.8228,11.0396,9.8472,9.3052,8.32959,7.02879,9.3052,9.4136,9.9556,10.1724,10.064,10.3892,8.8716,7.89599,9.9556,7.13719,10.064,10.4976,9.4136,11.4732,9.7388,8.54639,7.35399,9.3052,10.1724,10.606,10.606,12.6656,8.7632,9.3052,9.8472,10.8228,9.4136,11.69
-44.3663,0.976907,0.808854,3,11,0,45.5816,9.73054,-0.687634,1.6314,10.249,10.3178,9.9052,10.9367,9.21757,9.97396,8.66746,9.35509,7.22343,9.49262,9.83644,9.1488,11.693,9.08004,9.97396,10.1803,10.4553,10.5928,9.83644,9.49262,8.87375,8.04859,9.49262,9.56138,9.9052,10.0427,9.97396,10.1803,9.21757,8.5987,9.9052,8.11735,9.97396,10.249,9.56138,10.8679,9.76767,9.01128,8.25488,9.49262,10.0427,10.3178,10.3178,11.6243,9.1488,9.49262,9.83644,10.4553,9.56138,11.0054
-43.5078,0.96979,0.808854,2,3,0,44.9172,9.73882,-0.859443,1.50782,10.3868,10.4728,9.95712,11.2463,9.09768,10.0431,8.41013,9.26957,6.60529,9.44146,9.87118,9.01174,12.1917,8.92579,10.0431,10.3009,10.6447,10.8166,9.87118,9.44146,8.66796,7.63663,9.44146,9.5274,9.95712,10.129,10.0431,10.3009,9.09768,8.32418,9.95712,7.72257,10.0431,10.3868,9.5274,11.1603,9.78523,8.83985,7.89446,9.44146,10.129,10.4728,10.4728,12.1057,9.01174,9.44146,9.87118,10.6447,9.5274,11.3322
-43.9607,0.962137,0.808854,2,7,0,44.014,9.58082,-0.981492,1.41124,10.3209,10.419,9.83012,11.3024,8.84863,9.92827,8.06344,9.04493,6.0023,9.24123,9.73197,8.75048,12.382,8.65233,9.92827,10.2227,10.6153,10.8116,9.73197,9.24123,8.35789,7.18009,9.24123,9.33938,9.83012,10.0264,9.92827,10.2227,8.84863,7.96529,9.83012,7.27824,9.92827,10.3209,9.33938,11.2042,9.63382,8.55418,7.47454,9.24123,10.0264,10.419,10.419,12.2839,8.75048,9.24123,9.73197,10.6153,9.33938,11.4005
-46.0634,0.716953,0.808854,5,39,0,47.2854,9.45754,-1.01683,1.26087,10.2242,10.3259,9.71582,11.2411,8.69898,9.8175,7.88551,8.90235,5.75016,9.10572,9.61413,8.5973,12.3596,8.49561,9.8175,10.1226,10.5293,10.7327,9.61413,9.10572,8.19056,6.97036,9.10572,9.2074,9.71582,9.91918,9.8175,10.1226,8.69898,7.78383,9.71582,7.07205,9.8175,10.2242,9.2074,11.1394,9.51245,8.39393,7.27541,9.10572,9.91918,10.3259,10.3259,12.2579,8.5973,9.10572,9.61413,10.5293,9.2074,11.3428
-43.7035,0.950652,0.808854,4,27,0,46.6306,9.61724,-0.872684,1.3722,10.2752,10.3625,9.8389,11.1479,8.96622,9.92617,8.26807,9.14076,6.43544,9.31529,9.75164,8.87895,12.1079,8.79168,9.92617,10.188,10.5371,10.7116,9.75164,9.31529,8.52988,7.48266,9.31529,9.40256,9.8389,10.0134,9.92617,10.188,8.96622,8.18081,9.8389,7.56993,9.92617,10.2752,9.40256,11.0607,9.66437,8.70442,7.74446,9.31529,10.0134,10.3625,10.3625,12.0206,8.87895,9.31529,9.75164,10.5371,9.40256,11.2352
-44.1975,0.810074,0.808854,4,23,0,45.6796,9.62,-0.836643,1.65825,10.2508,10.3345,9.8325,11.0875,8.99586,9.91617,8.32655,9.16319,6.5696,9.33052,9.74884,8.9122,12.0078,8.82853,9.91617,10.1672,10.5018,10.6691,9.74884,9.33052,8.57754,7.57357,9.33052,9.41418,9.8325,9.99983,9.91617,10.1672,8.99586,8.24288,9.8325,7.65723,9.91617,10.2508,9.41418,11.0038,9.66518,8.74487,7.82456,9.33052,9.99983,10.3345,10.3345,11.9241,8.9122,9.33052,9.74884,10.5018,9.41418,11.1711
-44.054,0.979569,0.808854,2,7,0,44.9347,9.76248,-1.00544,1.40037,10.5206,10.6211,10.0179,11.526,9.01242,10.1184,8.20807,9.21351,6.09665,9.41459,9.91731,8.91188,12.632,8.81133,10.1184,10.42,10.8222,11.0233,9.91731,9.41459,8.5097,7.30318,9.41459,9.51514,10.0179,10.2189,10.1184,10.42,9.01242,8.10753,10.0179,7.40372,10.1184,10.5206,9.51514,11.4255,9.81677,8.71079,7.60481,9.41459,10.2189,10.6211,10.6211,12.5314,8.91188,9.41459,9.91731,10.8222,9.51514,11.6266
-44.7972,0.917917,0.808854,2,3,0,45.2625,9.87834,-0.61735,1.51284,10.3438,10.4056,10.0351,10.9612,9.4178,10.0969,8.92392,9.54127,7.62748,9.66474,9.97341,9.35606,11.6403,9.29433,10.0969,10.2821,10.529,10.6525,9.97341,9.66474,9.10912,8.3683,9.66474,9.72647,10.0351,10.1586,10.0969,10.2821,9.4178,8.86218,10.0351,8.43004,10.0969,10.3438,9.72647,10.8994,9.91168,9.23259,8.55351,9.66474,10.1586,10.4056,10.4056,11.5785,9.35606,9.66474,9.97341,10.529,9.72647,11.0229
-44.036,0.999197,0.808854,2,3,0,45.0543,9.76739,-0.98901,1.5645,10.5131,10.612,10.0186,11.5021,9.02959,10.1175,8.23838,9.22739,6.16146,9.42519,9.9197,8.93069,12.59,8.83179,10.1175,10.4142,10.8098,11.0076,9.9197,9.42519,8.53508,7.34827,9.42519,9.52409,10.0186,10.2164,10.1175,10.4142,9.02959,8.13948,10.0186,7.44717,10.1175,10.5131,9.52409,11.4032,9.8208,8.73288,7.64497,9.42519,10.2164,10.612,10.612,12.4911,8.93069,9.42519,9.9197,10.8098,9.52409,11.601
-44.0885,0.970873,0.808854,2,3,0,44.4853,9.60036,-0.674161,1.45965,10.1087,10.1761,9.7716,10.7828,9.09744,9.83902,8.55811,9.23227,7.14237,9.3671,9.70418,9.03002,11.5244,8.96261,9.83902,10.0413,10.3109,10.4458,9.70418,9.3671,8.76036,7.95137,9.3671,9.43452,9.7716,9.90643,9.83902,10.0413,9.09744,8.49069,9.7716,8.01878,9.83902,10.1087,9.43452,10.7154,9.63677,8.89519,8.15361,9.3671,9.90643,10.1761,10.1761,11.457,9.03002,9.3671,9.70418,10.3109,9.43452,10.8503
-44.1528,0.990419,0.808854,4,23,0,44.7171,9.5414,-0.856994,1.33503,10.1876,10.2733,9.75908,11.0446,8.90208,9.84477,8.21649,9.07348,6.4168,9.24488,9.67338,8.81638,11.9873,8.73068,9.84477,10.1019,10.4447,10.6161,9.67338,9.24488,8.47358,7.44519,9.24488,9.33058,9.75908,9.93047,9.84477,10.1019,8.90208,8.13079,9.75908,7.53089,9.84477,10.1876,9.33058,10.9589,9.58768,8.64498,7.70229,9.24488,9.93047,10.2733,10.2733,11.9016,8.81638,9.24488,9.67338,10.4447,9.33058,11.1303
-43.8059,1,0.808854,2,3,0,44.1203,9.6084,-0.832811,1.35667,10.2363,10.3196,9.81993,11.0691,8.98712,9.90321,8.32087,9.15368,6.57197,9.32025,9.73665,8.90384,11.9852,8.82056,9.90321,10.1531,10.4862,10.6527,9.73665,9.32025,8.57072,7.57134,9.32025,9.40353,9.81993,9.9865,9.90321,10.1531,8.98712,8.23759,9.81993,7.65462,9.90321,10.2363,9.40353,10.9859,9.65337,8.73728,7.82119,9.32025,9.9865,10.3196,10.3196,11.902,8.90384,9.32025,9.73665,10.4862,9.40353,11.1524
-44.7704,0.829422,0.808854,2,3,0,45.3104,9.64954,-1.11505,1.43785,10.4903,10.6018,9.93276,11.6053,8.81771,10.0443,7.92567,9.04072,5.58407,9.26373,9.82126,8.70621,12.8319,8.5947,10.0443,10.3788,10.8248,11.0478,9.82126,9.26373,8.26019,6.92213,9.26373,9.37524,9.93276,10.1558,10.0443,10.3788,8.81771,7.81417,9.93276,7.03364,10.0443,10.4903,9.37524,11.4938,9.70975,8.4832,7.25665,9.26373,10.1558,10.6018,10.6018,12.7204,8.70621,9.26373,9.82126,10.8248,9.37524,11.7168
-44.0036,0.981733,0.808854,5,51,0,45.6432,9.54884,-0.95393,1.39185,10.2681,10.3635,9.79114,11.222,8.83721,9.88653,8.07406,9.02799,6.07081,9.21878,9.69574,8.74181,12.2714,8.64642,9.88653,10.1727,10.5543,10.7451,9.69574,9.21878,8.36024,7.21553,9.21878,9.31417,9.79114,9.98192,9.88653,10.1727,8.83721,7.97867,9.79114,7.31092,9.88653,10.2681,9.31417,11.1266,9.60035,8.55103,7.5017,9.21878,9.98192,10.3635,10.3635,12.176,8.74181,9.21878,9.69574,10.5543,9.31417,11.3174
-43.9147,0.969657,0.808854,2,3,0,44.5673,9.53863,-0.774367,1.40307,10.1225,10.1999,9.73532,10.8969,8.96096,9.81276,8.34146,9.11583,6.71529,9.2707,9.65789,8.88352,11.7487,8.80608,9.81276,10.0451,10.3548,10.5097,9.65789,9.2707,8.57377,7.64453,9.2707,9.34814,9.73532,9.8902,9.81276,10.0451,8.96096,8.26403,9.73532,7.72197,9.81276,10.1225,9.34814,10.8194,9.58045,8.72865,7.87684,9.2707,9.8902,10.1999,10.1999,11.6712,8.88352,9.2707,9.65789,10.3548,9.34814,10.9743
-43.7644,0.955784,0.808854,2,3,0,44.6409,9.78541,-0.756534,1.4189,10.3558,10.4315,9.97757,11.1124,9.22104,10.0532,8.61581,9.37234,7.02709,9.52365,9.90192,9.14538,11.9446,9.06973,10.0532,10.2802,10.5828,10.7341,9.90192,9.52365,8.84277,7.93493,9.52365,9.5993,9.97757,10.1289,10.0532,10.2802,9.22104,8.54015,9.97757,8.01058,10.0532,10.3558,9.5993,11.0367,9.82626,8.99408,8.16189,9.52365,10.1289,10.4315,10.4315,11.8689,9.14538,9.52365,9.90192,10.5828,9.5993,11.188
-45.0858,0.865354,0.808854,3,15,0,45.4643,9.5035,-1.11561,1.47829,10.3447,10.4562,9.78686,11.4603,8.67126,9.89842,7.77877,8.89438,5.436,9.1175,9.6753,8.5597,12.6874,8.44814,9.89842,10.2331,10.6793,10.9025,9.6753,9.1175,8.11345,6.77472,9.1175,9.22906,9.78686,10.01,9.89842,10.2331,8.67126,7.66721,9.78686,6.88629,9.89842,10.3447,9.22906,11.3487,9.56374,8.33657,7.10941,9.1175,10.01,10.4562,10.4562,12.5759,8.5597,9.1175,9.6753,10.6793,9.22906,11.5718
-46.0517,0.933723,0.808854,3,11,0,46.5183,9.32446,-1.07428,1.4225,10.1345,10.2419,9.59733,11.2088,8.52305,9.70476,7.66362,8.7379,5.40763,8.95276,9.4899,8.41562,12.3905,8.30819,9.70476,10.027,10.4568,10.6716,9.4899,8.95276,7.98591,6.69677,8.95276,9.06019,9.59733,9.81219,9.70476,10.027,8.52305,7.55619,9.59733,6.8042,9.70476,10.1345,9.06019,11.1013,9.38247,8.20076,7.01905,8.95276,9.81219,10.2419,10.2419,12.283,8.41562,8.95276,9.4899,10.4568,9.06019,11.3162
-43.8075,1,0.808854,2,3,0,45.8611,9.86051,-0.808706,1.46503,10.4703,10.5511,10.0659,11.279,9.25721,10.1468,8.61025,9.41896,6.91197,9.5807,9.98505,9.17634,12.1686,9.09547,10.1468,10.3894,10.7129,10.8746,9.98505,9.5807,8.85286,7.88241,9.5807,9.66157,10.0659,10.2277,10.1468,10.3894,9.25721,8.52938,10.0659,7.96329,10.1468,10.4703,9.66157,11.1981,9.90418,9.0146,8.12503,9.5807,10.2277,10.5511,10.5511,12.0877,9.17634,9.5807,9.98505,10.7129,9.66157,11.3598
-43.5975,0.990407,0.808854,2,3,0,43.9861,9.76392,-0.86599,1.52981,10.4169,10.5035,9.98388,11.2829,9.11789,10.0705,8.4251,9.29109,6.60652,9.46428,9.89728,9.03129,12.2355,8.94469,10.0705,10.3303,10.6767,10.8499,9.89728,9.46428,8.68489,7.64571,9.46428,9.55088,9.98388,10.1571,10.0705,10.3303,9.11789,8.3385,9.98388,7.7323,10.0705,10.4169,9.55088,11.1963,9.81068,8.85809,7.9055,9.46428,10.1571,10.5035,10.5035,12.1489,9.03129,9.46428,9.89728,10.6767,9.55088,11.3695
-45.21,0.723444,0.808854,2,3,0,46.4225,9.65064,-1.08501,1.69198,10.4687,10.5772,9.92623,11.5537,8.84122,10.0347,7.97322,9.05822,5.69471,9.27523,9.81773,8.73272,12.7472,8.62422,10.0347,10.3602,10.7942,11.0112,9.81773,9.27523,8.29872,6.99671,9.27523,9.38373,9.92623,10.1432,10.0347,10.3602,8.84122,7.86472,9.92623,7.10521,10.0347,10.4687,9.38373,11.4452,9.70923,8.51572,7.32221,9.27523,10.1432,10.5772,10.5772,12.6387,8.73272,9.27523,9.81773,10.7942,9.38373,11.6622
-47.7549,0.73201,0.808854,2,3,0,49.1174,9.30615,-0.491053,1.77606,9.6764,9.72551,9.43087,10.1675,8.93982,9.47998,8.54698,9.03803,7.51577,9.13624,9.38177,8.89072,10.7076,8.84161,9.47998,9.62729,9.82372,9.92193,9.38177,9.13624,8.69429,8.10503,9.13624,9.18535,9.43087,9.52908,9.47998,9.62729,8.93982,8.49787,9.43087,8.15414,9.47998,9.6764,9.18535,10.1183,9.33266,8.7925,8.25235,9.13624,9.52908,9.72551,9.72551,10.6585,8.89072,9.13624,9.38177,9.82372,9.18535,10.2166
-43.8898,0.979719,0.808854,2,3,0,48.3243,9.54868,-0.956535,1.50747,10.2699,10.3656,9.79164,11.2264,8.83511,9.8873,8.06988,9.02641,6.06115,9.21772,9.69599,8.73945,12.2786,8.6438,9.8873,10.1743,10.5569,10.7482,9.69599,9.21772,8.35684,7.209,9.21772,9.31338,9.79164,9.98295,9.8873,10.1743,8.83511,7.97423,9.79164,7.30465,9.8873,10.2699,9.31338,11.1308,9.60034,8.54815,7.49596,9.21772,9.98295,10.3656,10.3656,12.183,8.73945,9.21772,9.69599,10.5569,9.31338,11.3221
-44.952,0.840382,0.808854,2,3,0,45.6528,9.62181,-0.578639,1.60129,10.0581,10.116,9.76878,10.6367,9.19014,9.82665,8.72723,9.30587,7.51209,9.4216,9.71092,9.13228,11.2732,9.07442,9.82665,10.0002,10.2317,10.3474,9.71092,9.4216,8.90082,8.20646,9.4216,9.47946,9.76878,9.88451,9.82665,10.0002,9.19014,8.66937,9.76878,8.26432,9.82665,10.0581,9.47946,10.5789,9.65305,9.01655,8.38005,9.4216,9.88451,10.116,10.116,11.2154,9.13228,9.4216,9.71092,10.2317,9.47946,10.6946
-44.1795,0.97735,0.808854,2,3,0,45.4033,9.81161,-0.973708,1.59322,10.5458,10.6432,10.0589,11.5195,9.08523,10.1563,8.30626,9.27997,6.26147,9.47471,9.96157,8.98786,12.5906,8.89049,10.1563,10.4484,10.8379,11.0326,9.96157,9.47471,8.59837,7.42992,9.47471,9.57208,10.0589,10.2537,10.1563,10.4484,9.08523,8.20889,10.0589,7.5273,10.1563,10.5458,9.57208,11.4221,9.8642,8.79312,7.72204,9.47471,10.2537,10.6432,10.6432,12.4932,8.98786,9.47471,9.96157,10.8379,9.57208,11.6169
-44.8709,0.954323,0.808854,2,3,0,45.3294,9.82287,-0.701128,1.30843,10.3515,10.4216,10.001,11.0526,9.29983,10.0711,8.73892,9.44005,7.26656,9.58028,9.93084,9.22971,11.8239,9.1596,10.0711,10.2814,10.5619,10.7021,9.93084,9.58028,8.94926,8.10791,9.58028,9.65039,10.001,10.1412,10.0711,10.2814,9.29983,8.66881,10.001,8.17802,10.0711,10.3515,9.65039,10.9825,9.86073,9.08949,8.31825,9.58028,10.1412,10.4216,10.4216,11.7538,9.22971,9.58028,9.93084,10.5619,9.65039,11.1228
-44.6034,0.885288,0.808854,2,3,0,46.8573,9.69836,-1.03614,1.33112,10.4796,10.5832,9.96154,11.5158,8.92539,10.0652,8.09648,9.13262,5.92058,9.33985,9.85792,8.82178,12.6555,8.71817,10.0652,10.376,10.7905,10.9977,9.85792,9.33985,8.40732,7.16395,9.33985,9.44347,9.96154,10.1688,10.0652,10.376,8.92539,7.99287,9.96154,7.26757,10.0652,10.4796,9.44347,11.4121,9.75431,8.61455,7.47479,9.33985,10.1688,10.5832,10.5832,12.5519,8.82178,9.33985,9.85792,10.7905,9.44347,11.6194
-45.0822,0.922911,0.808854,5,55,0,46.2082,9.74893,-0.71455,1.74958,10.2877,10.3592,9.93042,11.0022,9.21587,10.0019,8.64423,9.35878,7.14368,9.50169,9.85897,9.14442,11.7883,9.07296,10.0019,10.2162,10.5021,10.645,9.85897,9.50169,8.8586,8.00114,9.50169,9.57315,9.93042,10.0733,10.0019,10.2162,9.21587,8.57278,9.93042,8.0726,10.0019,10.2877,9.57315,10.9308,9.78751,9.00151,8.21551,9.50169,10.0733,10.3592,10.3592,11.7168,9.14442,9.50169,9.85897,10.5021,9.57315,11.0737
-46.8479,0.897111,0.808854,2,3,0,47.5714,9.5236,-0.667698,1.90631,10.027,10.0938,9.6932,10.6947,9.0255,9.75997,8.49134,9.15904,7.08918,9.29258,9.62643,8.95873,11.4292,8.89196,9.75997,9.96028,10.2274,10.3609,9.62643,9.29258,8.69165,7.89042,9.29258,9.35935,9.6932,9.82674,9.75997,9.96028,9.0255,8.42457,9.6932,7.95719,9.75997,10.027,9.35935,10.628,9.55966,8.82519,8.09073,9.29258,9.82674,10.0938,10.0938,11.3624,8.95873,9.29258,9.62643,10.2274,9.35935,10.7615
-44.4307,0.892614,0.808854,2,3,0,49.2413,9.47185,-0.689357,1.47966,9.99162,10.0606,9.64694,10.681,8.95759,9.71588,8.4061,9.09546,6.95845,9.23333,9.57801,8.88865,11.4393,8.81971,9.71588,9.92269,10.1984,10.3363,9.57801,9.23333,8.61291,7.78568,9.23333,9.30226,9.64694,9.78481,9.71588,9.92269,8.95759,8.33716,9.64694,7.85461,9.71588,9.99162,9.30226,10.612,9.50907,8.75078,7.99249,9.23333,9.78481,10.0606,10.0606,11.3703,8.88865,9.23333,9.57801,10.1984,9.30226,10.7499
-46.5304,0.825171,0.808854,2,3,0,47.1489,9.62959,-0.481881,1.74932,9.99293,10.0411,9.75199,10.4748,9.27011,9.80018,8.8846,9.36648,7.87265,9.46286,9.7038,9.22192,11.0049,9.17373,9.80018,9.94474,10.1375,10.2339,9.7038,9.46286,9.02917,8.45091,9.46286,9.51105,9.75199,9.84836,9.80018,9.94474,9.27011,8.83641,9.75199,8.4991,9.80018,9.99293,9.51105,10.4266,9.65561,9.12554,8.59547,9.46286,9.84836,10.0411,10.0411,10.9567,9.22192,9.46286,9.7038,10.1375,9.51105,10.523
-44.4845,1,0.808854,2,3,0,46.3044,9.62709,-1.03794,1.35552,10.4097,10.5135,9.89072,11.4476,8.85279,9.99452,8.02244,9.06037,5.84277,9.26796,9.78693,8.74899,12.5894,8.6452,9.99452,10.3059,10.7211,10.9287,9.78693,9.26796,8.33382,7.08829,9.26796,9.37175,9.89072,10.0983,9.99452,10.3059,8.85279,7.91864,9.89072,7.19209,9.99452,10.4097,9.37175,11.3438,9.68313,8.5414,7.39967,9.26796,10.0983,10.5135,10.5135,12.4856,8.74899,9.26796,9.78693,10.7211,9.37175,11.5514
-43.5506,1,0.808854,2,3,0,44.3769,9.63418,-0.782772,1.47921,10.2244,10.3027,9.833,11.0072,9.05023,9.91128,8.42401,9.20679,6.78019,9.36334,9.75473,8.97195,11.8682,8.89368,9.91128,10.1461,10.4592,10.6158,9.75473,9.36334,8.65884,7.71952,9.36334,9.44162,9.833,9.98956,9.91128,10.1461,9.05023,8.34574,9.833,7.7978,9.91128,10.2244,9.44162,10.9289,9.67645,8.8154,7.95435,9.36334,9.98956,10.3027,10.3027,11.7899,8.97195,9.36334,9.75473,10.4592,9.44162,11.0854
-44.1482,0.882002,0.808854,2,3,0,44.6726,9.77283,-0.750943,1.33967,10.339,10.4141,9.96357,11.09,9.21263,10.0387,8.61187,9.36281,7.03489,9.513,9.88847,9.13753,11.916,9.06244,10.0387,10.2639,10.5643,10.7145,9.88847,9.513,8.83715,7.93602,9.513,9.5881,9.96357,10.1138,10.0387,10.2639,9.21263,8.53678,9.96357,8.01112,10.0387,10.339,9.5881,11.0149,9.81338,8.98734,8.1613,9.513,10.1138,10.4141,10.4141,11.8409,9.13753,9.513,9.88847,10.5643,9.5881,11.1651
-44.259,0.665523,0.808854,1,3,0,47.506,9.51074,-0.945805,1.5971,10.2239,10.3185,9.75098,11.1697,8.80517,9.84556,8.04853,8.99434,6.06234,9.1835,9.6564,8.71059,12.2101,8.61601,9.84556,10.1293,10.5076,10.6968,9.6564,9.1835,8.33227,7.19731,9.1835,9.27808,9.75098,9.94014,9.84556,10.1293,8.80517,7.95395,9.75098,7.29189,9.84556,10.2239,9.27808,11.0751,9.56182,8.52143,7.48105,9.1835,9.94014,10.3185,10.3185,12.1155,8.71059,9.1835,9.6564,10.5076,9.27808,11.2643
-46.9069,0.781162,0.808854,2,3,0,47.4165,9.90865,-1.26083,1.59047,10.8593,10.9854,10.2289,12.1201,8.96808,10.355,7.95942,9.22024,5.31168,9.47241,10.1028,8.84199,13.5071,8.71591,10.355,10.7332,11.2376,11.4897,10.1028,9.47241,8.33766,6.82467,9.47241,9.59849,10.2289,10.4811,10.355,10.7332,8.96808,7.83333,10.2289,6.95075,10.355,10.8593,9.59849,11.9941,9.97674,8.58983,7.20292,9.47241,10.4811,10.9854,10.9854,13.381,8.84199,9.47241,10.1028,11.2376,9.59849,12.2462
-44.1247,0.953523,0.808854,2,3,0,47.2944,9.78317,-1.03083,1.48388,10.5604,10.6635,10.045,11.5912,9.01417,10.1481,8.18951,9.22034,6.02477,9.4265,9.94191,8.91109,12.7251,8.80801,10.1481,10.4573,10.8697,11.0758,9.94191,9.4265,8.49876,7.26177,9.4265,9.52958,10.045,10.2512,10.1481,10.4573,9.01417,8.08643,10.045,7.36485,10.1481,10.5604,9.52958,11.4882,9.83883,8.70492,7.57101,9.4265,10.2512,10.6635,10.6635,12.6221,8.91109,9.4265,9.94191,10.8697,9.52958,11.6943
-44.276,0.973559,0.808854,1,1,0,44.3698,9.82889,-1.03517,1.47479,10.6094,10.7129,10.0918,11.6446,9.05665,10.1953,8.22851,9.26368,6.05465,9.47072,9.9883,8.95313,12.7833,8.84961,10.1953,10.5059,10.92,11.127,9.9883,9.47072,8.53906,7.29686,9.47072,9.57423,10.0918,10.2989,10.1953,10.5059,9.05665,8.12499,10.0918,7.40038,10.1953,10.6094,9.57423,11.5411,9.88479,8.7461,7.60741,9.47072,10.2989,10.7129,10.7129,12.6797,8.95313,9.47072,9.9883,10.92,9.57423,11.7481
-43.8507,0.98839,0.808854,2,3,0,44.6208,9.52404,-0.772799,1.47133,10.1067,10.184,9.72034,10.8795,8.94754,9.79762,8.3293,9.1021,6.70642,9.25666,9.64306,8.87026,11.7296,8.79298,9.79762,10.0295,10.3386,10.4931,9.64306,9.25666,8.56114,7.63378,9.25666,9.33394,9.72034,9.8749,9.79762,10.0295,8.94754,8.25202,9.72034,7.71106,9.79762,10.1067,9.33394,10.8023,9.56578,8.7157,7.86562,9.25666,9.8749,10.184,10.184,11.6523,8.87026,9.25666,9.64306,10.3386,9.33394,10.9568
-45.2612,0.764272,0.808854,2,3,0,46.6203,9.62791,-0.58336,1.6776,10.0678,10.1261,9.77608,10.6511,9.19272,9.83442,8.72604,9.3094,7.50098,9.42607,9.71775,9.13439,11.2928,9.07605,9.83442,10.0094,10.2428,10.3594,9.71775,9.42607,8.90104,8.20101,9.42607,9.4844,9.77608,9.89276,9.83442,10.0094,9.19272,8.6677,9.77608,8.25935,9.83442,10.0678,9.4844,10.5928,9.65941,9.01772,8.37602,9.42607,9.89276,10.1261,10.1261,11.2345,9.13439,9.42607,9.71775,10.2428,9.4844,10.7095
-43.8896,0.931614,0.808854,5,39,0,46.5523,9.60137,-0.709933,1.44976,10.1367,10.2077,9.7817,10.8466,9.07176,9.85269,8.50382,9.21375,7.01296,9.35574,9.7107,9.00077,11.6275,8.92978,9.85269,10.0657,10.3496,10.4916,9.7107,9.35574,8.7168,7.86488,9.35574,9.42673,9.7817,9.92368,9.85269,10.0657,9.07176,8.43282,9.7817,7.93587,9.85269,10.1367,9.42673,10.7756,9.63971,8.85878,8.07786,9.35574,9.92368,10.2077,10.2077,11.5565,9.00077,9.35574,9.7107,10.3496,9.42673,10.9176
-45.9333,0.84732,0.808854,2,3,0,46.3094,10.1231,-0.91726,1.41367,10.8147,10.9064,10.356,11.7319,9.43878,10.4478,8.70497,9.62223,6.77872,9.80568,10.2643,9.34705,12.7409,9.25532,10.4478,10.7229,11.0898,11.2733,10.2643,9.80568,8.98015,7.87943,9.80568,9.89741,10.356,10.5395,10.4478,10.7229,9.43878,8.61324,10.356,7.97116,10.4478,10.8147,9.89741,11.6402,10.1726,9.1636,8.15461,9.80568,10.5395,10.9064,10.9064,12.6492,9.34705,9.80568,10.2643,11.0898,9.89741,11.8237
