# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = MedianAgeDivorce_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = MedianAgeDivorce_3.data.R
# init = 2 (Default)
# random
#   seed = 592096651
# output
#   file = MedianAgeDivorce_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bA,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50
-43.5878,0.969944,0.842559,2,3,0,45.2287,9.66333,-0.800412,1.39813,10.2668,10.3469,9.86664,11.0673,9.06623,9.94668,8.4259,9.22631,6.74503,9.38639,9.7866,8.98618,11.9477,8.90614,9.94668,10.1868,10.507,10.667,9.7866,9.38639,8.66602,7.70553,9.38639,9.46643,9.86664,10.0267,9.94668,10.1868,9.06623,8.34585,9.86664,7.78557,9.94668,10.2668,9.46643,10.9872,9.70655,8.8261,7.94565,9.38639,10.0267,10.3469,10.3469,11.8677,8.98618,9.38639,9.7866,10.507,9.46643,11.1473
-43.8872,0.967956,0.842559,3,15,0,44.0298,9.59508,-0.761751,1.57305,10.1694,10.2456,9.78856,10.9312,9.02681,9.86474,8.41741,9.17916,6.81773,9.33151,9.71239,8.95064,11.7691,8.87446,9.86474,10.0933,10.398,10.5503,9.71239,9.33151,8.64594,7.73183,9.33151,9.40769,9.78856,9.94091,9.86474,10.0933,9.02681,8.34123,9.78856,7.80801,9.86474,10.1694,9.40769,10.855,9.63621,8.79829,7.96036,9.33151,9.94091,10.2456,10.2456,11.6929,8.95064,9.33151,9.71239,10.398,9.40769,11.0074
-44.6971,0.924582,0.842559,2,3,0,44.9463,9.58403,-0.597818,1.53315,10.0348,10.0946,9.73587,10.6326,9.13805,9.79565,8.6598,9.25762,7.40438,9.37718,9.67609,9.07827,11.2902,9.01849,9.79565,9.975,10.2141,10.3337,9.67609,9.37718,8.83914,8.12176,9.37718,9.43696,9.73587,9.85543,9.79565,9.975,9.13805,8.60002,9.73587,8.18155,9.79565,10.0348,9.43696,10.5728,9.61631,8.95871,8.30111,9.37718,9.85543,10.0946,10.0946,11.2304,9.07827,9.37718,9.67609,10.2141,9.43696,10.6924
-44.8291,0.98626,0.842559,3,11,0,45.667,9.83334,-1.07689,1.39173,10.6453,10.753,10.1069,11.7222,9.02997,10.2146,8.16846,9.24535,5.90698,9.46073,9.99918,8.92228,12.9068,8.8146,10.2146,10.5376,10.9684,11.1838,9.99918,9.46073,8.49153,7.19925,9.46073,9.56842,10.1069,10.3222,10.2146,10.5376,9.02997,8.06077,10.1069,7.30694,10.2146,10.6453,9.56842,11.6145,9.89149,8.70691,7.52232,9.46073,10.3222,10.753,10.753,12.7991,8.92228,9.46073,9.99918,10.9684,9.56842,11.8299
-44.0483,0.715524,0.842559,2,7,0,47.5388,9.48746,-0.758668,1.49265,10.0595,10.1354,9.68016,10.8182,8.9215,9.75603,8.31456,9.07323,6.72136,9.22496,9.6043,8.84563,11.6527,8.76976,9.75603,9.98363,10.2871,10.4388,9.6043,9.22496,8.54216,7.63176,9.22496,9.30083,9.68016,9.8319,9.75603,9.98363,8.9215,8.2387,9.68016,7.70763,9.75603,10.0595,9.30083,10.7423,9.52843,8.6939,7.85936,9.22496,9.8319,10.1354,10.1354,11.5768,8.84563,9.22496,9.6043,10.2871,9.30083,10.894
-44.0332,0.865343,0.842559,2,3,0,45.5321,9.8642,-0.943839,1.41436,10.5759,10.6702,10.1039,11.5197,9.1601,10.1983,8.40503,9.34886,6.42297,9.53763,10.0096,9.06571,12.5579,8.97133,10.1983,10.4815,10.859,11.0478,10.0096,9.53763,8.68818,7.55557,9.53763,9.63202,10.1039,10.2927,10.1983,10.4815,9.1601,8.31064,10.1039,7.64996,10.1983,10.5759,9.63202,11.4253,9.91517,8.87695,7.83872,9.53763,10.2927,10.6702,10.6702,12.4635,9.06571,9.53763,10.0096,10.859,9.63202,11.6141
-44.1823,0.82874,0.842559,2,3,0,45.5638,9.7422,-0.870701,1.65688,10.3987,10.4858,9.96335,11.2694,9.09265,10.0504,8.39609,9.26679,6.56762,9.44093,9.87628,9.00558,12.2272,8.91851,10.0504,10.3116,10.6599,10.8341,9.87628,9.44093,8.6573,7.61246,9.44093,9.528,9.96335,10.1375,10.0504,10.3116,9.09265,8.30902,9.96335,7.69953,10.0504,10.3987,9.528,11.1823,9.78921,8.83144,7.87367,9.44093,10.1375,10.4858,10.4858,12.1401,9.00558,9.44093,9.87628,10.6599,9.528,11.3565
-49.9075,0.771041,0.842559,2,3,0,50.108,9.66237,-0.95536,1.0635,10.3827,10.4782,9.90503,11.3381,8.94967,10.0006,8.18538,9.14075,6.17913,9.33182,9.8095,8.85414,12.389,8.7586,10.0006,10.2872,10.6693,10.8604,9.8095,9.33182,8.47199,7.32556,9.33182,9.42735,9.90503,10.0961,10.0006,10.2872,8.94967,8.08985,9.90503,7.4211,10.0006,10.3827,9.42735,11.2425,9.71396,8.66306,7.61217,9.33182,10.0961,10.4782,10.4782,12.2934,8.85414,9.33182,9.8095,10.6693,9.42735,11.4336
-44.2908,0.656969,0.842559,2,7,0,53.8198,9.53569,-0.988363,1.58652,10.2809,10.3798,9.78673,11.2693,8.79837,9.88557,8.00768,8.99604,5.93212,9.19372,9.6879,8.69953,12.3565,8.6007,9.88557,10.1821,10.5774,10.7751,9.6879,9.19372,8.30419,7.11815,9.19372,9.29255,9.78673,9.98441,9.88557,10.1821,8.79837,7.90884,9.78673,7.21699,9.88557,10.2809,9.29255,11.1704,9.58906,8.50186,7.41466,9.19372,9.98441,10.3798,10.3798,12.2576,8.69953,9.19372,9.6879,10.5774,9.29255,11.3681
-44.0585,0.98266,0.842559,2,3,0,44.635,9.64851,-0.69262,1.39706,10.1707,10.24,9.82444,10.8634,9.13182,9.8937,8.57772,9.27034,7.12322,9.40887,9.75518,9.06256,11.6253,8.99329,9.8937,10.1015,10.3785,10.5171,9.75518,9.40887,8.78551,7.95436,9.40887,9.47813,9.82444,9.96296,9.8937,10.1015,9.13182,8.50846,9.82444,8.02363,9.8937,10.1707,9.47813,10.7941,9.68591,8.92403,8.16215,9.40887,9.96296,10.24,10.24,11.556,9.06256,9.40887,9.75518,10.3785,9.47813,10.9326
-43.9293,0.924102,0.842559,3,11,0,45.376,9.73071,-0.987285,1.54926,10.4751,10.5739,9.98148,11.4624,8.9942,10.0802,8.20437,9.19165,6.13107,9.38911,9.88275,8.89547,12.5484,8.79674,10.0802,10.3764,10.7713,10.9688,9.88275,9.38911,8.50055,7.31581,9.38911,9.48784,9.98148,10.1789,10.0802,10.3764,8.9942,8.10564,9.98148,7.41454,10.0802,10.4751,9.48784,11.3637,9.78402,8.69801,7.612,9.38911,10.1789,10.5739,10.5739,12.4497,8.89547,9.38911,9.88275,10.7713,9.48784,11.5611
-44.534,0.834085,0.842559,2,7,0,45.7527,9.44855,-0.839423,1.63297,10.0815,10.1654,9.66177,10.9209,8.82234,9.74571,8.15081,8.99023,6.38802,9.15811,9.57783,8.7384,11.8443,8.65446,9.74571,9.99754,10.3333,10.5012,9.57783,9.15811,8.40263,7.39533,9.15811,9.24206,9.66177,9.82965,9.74571,9.99754,8.82234,8.06686,9.66177,7.47927,9.74571,10.0815,9.24206,10.837,9.49388,8.57052,7.64715,9.15811,9.82965,10.1654,10.1654,11.7603,8.7384,9.15811,9.57783,10.3333,9.24206,11.0048
-44.7204,0.954239,0.842559,2,3,0,45.5821,9.78411,-0.756754,1.71232,10.3547,10.4304,9.97633,11.1115,9.21957,10.052,8.61417,9.37092,7.02499,9.52227,9.90065,9.1439,11.9439,9.06822,10.052,10.279,10.5817,10.7331,9.90065,9.52227,8.8412,7.93309,9.52227,9.59795,9.97633,10.1277,10.052,10.279,9.21957,8.53849,9.97633,8.00877,10.052,10.3547,9.59795,11.0358,9.82498,8.99255,8.16012,9.52227,10.1277,10.4304,10.4304,11.8682,9.1439,9.52227,9.90065,10.5817,9.59795,11.1871
-44.9248,0.992424,0.842559,2,3,0,45.1095,9.86405,-0.784988,1.72207,10.4559,10.5344,10.0634,11.2409,9.27845,10.1419,8.65046,9.43545,7.00198,9.59244,9.98494,9.19995,12.1044,9.12145,10.1419,10.3774,10.6914,10.8484,9.98494,9.59244,8.88595,7.94397,9.59244,9.67094,10.0634,10.2204,10.1419,10.3774,9.27845,8.57196,10.0634,8.02247,10.1419,10.4559,9.67094,11.1624,9.90644,9.04295,8.17946,9.59244,10.2204,10.5344,10.5344,12.0259,9.19995,9.59244,9.98494,10.6914,9.67094,11.3194
-44.2945,0.822263,0.842559,3,11,0,47.6684,9.4635,-0.886985,1.37724,10.1323,10.221,9.6888,11.0193,8.80181,9.7775,8.09222,8.97921,6.22955,9.15661,9.6001,8.71311,11.995,8.62441,9.7775,10.0436,10.3984,10.5758,9.6001,9.15661,8.35832,7.29394,9.15661,9.2453,9.6888,9.86619,9.7775,10.0436,8.80181,8.00352,9.6888,7.38263,9.7775,10.1323,9.2453,10.9306,9.5114,8.53572,7.56003,9.15661,9.86619,10.221,10.221,11.9063,8.71311,9.15661,9.6001,10.3984,9.2453,11.108
-47.7461,0.625909,0.842559,3,11,0,48.1313,9.1709,-0.957956,1.34223,9.89319,9.98899,9.41422,10.8511,8.45626,9.51001,7.6899,8.64785,5.67819,8.83944,9.31842,8.36047,11.9049,8.26467,9.51001,9.7974,10.1806,10.3722,9.31842,8.83944,7.97728,6.82774,8.83944,8.93524,9.41422,9.60581,9.51001,9.7974,8.45626,7.5941,9.41422,6.92353,9.51001,9.89319,8.93524,10.7554,9.22263,8.16887,7.11512,8.83944,9.60581,9.98899,9.98899,11.8091,8.36047,8.83944,9.31842,10.1806,8.93524,10.9469
-43.469,0.870897,0.842559,3,11,0,48.5076,9.71132,-0.809999,1.4505,10.3221,10.4031,9.91706,11.1321,9.10706,9.99806,8.45906,9.26906,6.75807,9.43106,9.83606,9.02606,12.0231,8.94506,9.99806,10.2411,10.5651,10.7271,9.83606,9.43106,8.70206,7.73006,9.43106,9.51206,9.91706,10.0791,9.99806,10.2411,9.10706,8.37806,9.91706,7.81106,9.99806,10.3221,9.51206,11.0511,9.75506,8.86406,7.97306,9.43106,10.0791,10.4031,10.4031,11.9421,9.02606,9.43106,9.83606,10.5651,9.51206,11.2131
-44.5048,0.877976,0.842559,2,7,0,44.5244,9.5879,-0.961348,1.66772,10.3128,10.4089,9.83208,11.2741,8.87074,9.92822,8.10166,9.06301,6.08283,9.25528,9.73595,8.7746,12.3316,8.67847,9.92822,10.2166,10.6012,10.7934,9.73595,9.25528,8.39006,7.23644,9.25528,9.35141,9.83208,10.0244,9.92822,10.2166,8.87074,8.00552,9.83208,7.33258,9.92822,10.3128,9.35141,11.178,9.63981,8.58233,7.52485,9.25528,10.0244,10.4089,10.4089,12.2355,8.7746,9.25528,9.73595,10.6012,9.35141,11.3702
-44.5084,0.938881,0.842559,3,11,0,46.1863,9.77387,-0.717026,1.31859,10.3145,10.3862,9.956,11.0315,9.23897,10.0277,8.66535,9.38238,7.1596,9.52578,9.8843,9.16727,11.8203,9.09557,10.0277,10.2428,10.5296,10.673,9.8843,9.52578,8.88046,8.02003,9.52578,9.59749,9.956,10.0994,10.0277,10.2428,9.23897,8.59365,9.956,8.09173,10.0277,10.3145,9.59749,10.9598,9.81259,9.02386,8.23514,9.52578,10.0994,10.3862,10.3862,11.7486,9.16727,9.52578,9.8843,10.5296,9.59749,11.1032
-43.8417,1,0.842559,2,3,0,44.8997,9.60749,-0.881737,1.35228,10.2723,10.3605,9.83145,11.1541,8.94971,9.91962,8.24432,9.12606,6.39268,9.30241,9.74328,8.86154,12.124,8.77337,9.91962,10.1841,10.5368,10.7132,9.74328,9.30241,8.50884,7.45076,9.30241,9.39058,9.83145,10.0078,9.91962,10.1841,8.94971,8.15615,9.83145,7.53893,9.91962,10.2723,9.39058,11.0659,9.6551,8.68519,7.71528,9.30241,10.0078,10.3605,10.3605,12.0358,8.86154,9.30241,9.74328,10.5368,9.39058,11.2422
-44.0097,0.958507,0.842559,3,15,0,44.4453,9.49506,-0.845522,1.5583,10.1326,10.2171,9.70982,10.9781,8.8643,9.79437,8.18788,9.0334,6.41229,9.20251,9.62527,8.77975,11.9082,8.6952,9.79437,10.048,10.3862,10.5553,9.62527,9.20251,8.44154,7.42691,9.20251,9.28706,9.70982,9.87893,9.79437,10.048,8.8643,8.10333,9.70982,7.51147,9.79437,10.1326,9.28706,10.8936,9.54072,8.61064,7.68057,9.20251,9.87893,10.2171,10.2171,11.8236,8.77975,9.20251,9.62527,10.3862,9.28706,11.0627
-44.4273,0.949352,0.842559,2,3,0,44.8728,9.6528,-0.775755,1.68702,10.2377,10.3153,9.84984,11.0135,9.07408,9.92741,8.45348,9.22923,6.82439,9.38438,9.77226,8.99651,11.8668,8.91893,9.92741,10.1601,10.4704,10.6256,9.77226,9.38438,8.68621,7.7553,9.38438,9.46196,9.84984,10.005,9.92741,10.1601,9.07408,8.3759,9.84984,7.83287,9.92741,10.2377,9.46196,10.9359,9.69469,8.84136,7.98803,9.38438,10.005,10.3153,10.3153,11.7892,8.99651,9.38438,9.77226,10.4704,9.46196,11.091
-45.1751,0.954005,0.842559,2,3,0,45.8287,9.41835,-1.07737,1.514,10.2307,10.3384,9.692,11.3081,8.61463,9.79974,7.75274,8.83011,5.49026,9.04558,9.58427,8.5069,12.4932,8.39916,9.79974,10.123,10.5539,10.7694,9.58427,9.04558,8.07595,6.78311,9.04558,9.15332,9.692,9.90748,9.79974,10.123,8.61463,7.645,9.692,6.89084,9.79974,10.2307,9.15332,11.2003,9.47653,8.29142,7.10632,9.04558,9.90748,10.3384,10.3384,12.3854,8.5069,9.04558,9.58427,10.5539,9.15332,11.4158
-46.1664,0.903517,0.842559,2,3,0,46.8566,9.44097,-1.12611,1.34997,10.29,10.4027,9.727,11.4162,8.60089,9.83961,7.70001,8.82611,5.33518,9.05133,9.61439,8.48828,12.6549,8.37567,9.83961,10.1774,10.6279,10.8531,9.61439,9.05133,8.03784,6.68651,9.05133,9.16394,9.727,9.95222,9.83961,10.1774,8.60089,7.5874,9.727,6.79912,9.83961,10.29,9.16394,11.3035,9.50178,8.26306,7.02434,9.05133,9.95222,10.4027,10.4027,12.5423,8.48828,9.05133,9.61439,10.6279,9.16394,11.5288
-45.0282,0.954876,0.842559,3,15,0,47.907,9.86166,-0.96667,1.28694,10.5905,10.6872,10.1072,11.5572,9.14052,10.2039,8.36718,9.33385,6.33718,9.52719,10.0105,9.04385,12.6205,8.94719,10.2039,10.4939,10.8805,11.0739,10.0105,9.52719,8.65718,7.49718,9.52719,9.62385,10.1072,10.3005,10.2039,10.4939,9.14052,8.27052,10.1072,7.59385,10.2039,10.5905,9.62385,11.4605,9.91386,8.85052,7.78718,9.52719,10.3005,10.6872,10.6872,12.5239,9.04385,9.52719,10.0105,10.8805,9.62385,11.6539
-44.0046,1,0.842559,2,3,0,44.792,9.76057,-0.941524,1.34711,10.4705,10.5646,9.99972,11.412,9.05819,10.0939,8.30497,9.2465,6.32777,9.4348,9.90556,8.96404,12.4477,8.86989,10.0939,10.3763,10.7529,10.9412,9.90556,9.4348,8.58743,7.4576,9.4348,9.52895,9.99972,10.188,10.0939,10.3763,9.05819,8.21082,9.99972,7.55175,10.0939,10.4705,9.52895,11.3178,9.81141,8.77573,7.74006,9.4348,10.188,10.5646,10.5646,12.3535,8.96404,9.4348,9.90556,10.7529,9.52895,11.5062
-44.2626,0.983574,0.842559,2,3,0,44.4541,9.65908,-0.919405,1.29933,10.3523,10.4443,9.89261,11.2717,8.9732,9.98455,8.23768,9.15709,6.30693,9.34097,9.80067,8.88126,12.2831,8.78932,9.98455,10.2604,10.6281,10.812,9.80067,9.34097,8.5135,7.41022,9.34097,9.43291,9.89261,10.0765,9.98455,10.2604,8.9732,8.14574,9.89261,7.50216,9.98455,10.3523,9.43291,11.1798,9.70873,8.69738,7.68604,9.34097,10.0765,10.4443,10.4443,12.1911,8.88126,9.34097,9.80067,10.6281,9.43291,11.3637
-44.3007,0.828568,0.842559,2,3,0,45.9071,9.67616,-1.06506,1.52119,10.4792,10.5857,9.94669,11.5443,8.88163,10.0532,8.02958,9.09464,5.79295,9.30765,9.84018,8.77512,12.7159,8.66861,10.0532,10.3727,10.7987,11.0118,9.84018,9.30765,8.3491,7.07102,9.30765,9.41416,9.94669,10.1597,10.0532,10.3727,8.88163,7.92307,9.94669,7.17753,10.0532,10.4792,9.41416,11.4378,9.73368,8.56211,7.39054,9.30765,10.1597,10.5857,10.5857,12.6093,8.77512,9.30765,9.84018,10.7987,9.41416,11.6508
-47.1775,0.79127,0.842559,2,3,0,47.854,9.20664,-0.625344,1.44241,9.67815,9.74068,9.36548,10.3035,8.74013,9.42801,8.23986,8.8652,6.92663,8.99027,9.30294,8.6776,10.9914,8.61506,9.42801,9.61561,9.86575,9.99082,9.30294,8.99027,8.42746,7.67705,8.99027,9.0528,9.36548,9.49055,9.42801,9.61561,8.74013,8.17732,9.36548,7.73958,9.42801,9.67815,9.0528,10.241,9.24041,8.55253,7.86465,8.99027,9.49055,9.74068,9.74068,10.9288,8.6776,8.99027,9.30294,9.86575,9.0528,10.366
-46.7497,1,0.842559,2,3,0,48.9768,9.95713,-1.19426,1.40166,10.8576,10.977,10.2605,12.0519,9.06622,10.3799,8.11081,9.30507,5.60286,9.54392,10.141,8.94679,13.3656,8.82736,10.3799,10.7382,11.2159,11.4547,10.141,9.54392,8.46909,7.03597,9.54392,9.66335,10.2605,10.4993,10.3799,10.7382,9.06622,7.99138,10.2605,7.1554,10.3799,10.8576,9.66335,11.9324,10.0216,8.70794,7.39425,9.54392,10.4993,10.977,10.977,13.2461,8.94679,9.54392,10.141,11.2159,9.66335,12.1713
-47.2275,0.97686,0.842559,4,27,0,49.1957,9.80004,-1.30753,1.50695,10.7859,10.9167,10.1322,12.0935,8.82462,10.2629,7.7786,9.08613,5.03277,9.34764,10.0014,8.69387,13.5317,8.56312,10.2629,10.6552,11.1782,11.4397,10.0014,9.34764,8.17086,6.60182,9.34764,9.47839,10.1322,10.3937,10.2629,10.6552,8.82462,7.64784,10.1322,6.73257,10.2629,10.7859,9.47839,11.9627,9.87065,8.43236,6.99408,9.34764,10.3937,10.9167,10.9167,13.401,8.69387,9.34764,10.0014,11.1782,9.47839,12.2242
-47.6081,0.974316,0.842559,2,7,0,47.8055,9.54259,-0.379087,1.48322,9.82842,9.86633,9.63887,10.2075,9.25979,9.67678,8.95652,9.3356,8.16044,9.41142,9.60097,9.22188,10.6245,9.18397,9.67678,9.79051,9.94214,10.018,9.60097,9.41142,9.07024,8.61534,9.41142,9.44933,9.63887,9.71469,9.67678,9.79051,9.25979,8.91861,9.63887,8.65325,9.67678,9.82842,9.44933,10.1696,9.56306,9.14606,8.72907,9.41142,9.71469,9.86633,9.86633,10.5866,9.22188,9.41142,9.60097,9.94214,9.44933,10.2454
-46.981,0.69444,0.842559,2,3,0,50.392,9.83697,-1.28448,1.50617,10.8055,10.9339,10.1632,12.09,8.87875,10.2917,7.85117,9.13565,5.15376,9.39254,10.0348,8.7503,13.5029,8.62185,10.2917,10.677,11.1908,11.4477,10.0348,9.39254,8.23651,6.69513,9.39254,9.52099,10.1632,10.4201,10.2917,10.677,8.87875,7.72272,10.1632,6.82358,10.2917,10.8055,9.52099,11.9615,9.90633,8.49341,7.08048,9.39254,10.4201,10.9339,10.9339,13.3744,8.7503,9.39254,10.0348,11.1908,9.52099,12.2184
-45.544,1,0.842559,2,3,0,47.0057,9.9053,-1.14131,1.57735,10.7658,10.88,10.1952,11.9071,9.05389,10.3093,8.14084,9.28215,5.7441,9.51041,10.0811,8.93976,13.1626,8.82562,10.3093,10.6517,11.1082,11.3365,10.0811,9.51041,8.48323,7.11367,9.51041,9.62454,10.1952,10.4235,10.3093,10.6517,9.05389,8.02671,10.1952,7.2278,10.3093,10.7658,9.62454,11.793,9.96693,8.71149,7.45606,9.51041,10.4235,10.88,10.88,13.0485,8.93976,9.51041,10.0811,11.1082,9.62454,12.0213
-46.4227,0.919699,0.842559,1,1,0,46.5606,9.99588,-1.16534,1.6406,10.8745,10.9911,10.2919,12.0399,9.12653,10.4084,8.19426,9.3596,5.74704,9.59267,10.1753,9.01,13.3218,8.89346,10.4084,10.758,11.2241,11.4572,10.1753,9.59267,8.54386,7.14545,9.59267,9.7092,10.2919,10.5249,10.4084,10.758,9.12653,8.07772,10.2919,7.26199,10.4084,10.8745,9.7092,11.9234,10.0588,8.77693,7.49505,9.59267,10.5249,10.9911,10.9911,13.2052,9.01,9.59267,10.1753,11.2241,9.7092,12.1564
-46.0586,0.941538,0.842559,2,3,0,47.9949,9.60585,-0.68303,1.22382,10.1209,10.1892,9.77934,10.8039,9.09631,9.84764,8.54989,9.23292,7.11552,9.36952,9.71104,9.02801,11.5552,8.9597,9.84764,10.0526,10.3258,10.4624,9.71104,9.36952,8.75479,7.93516,9.36952,9.43782,9.77934,9.91595,9.84764,10.0526,9.09631,8.48158,9.77934,8.00346,9.84764,10.1209,9.43782,10.7356,9.64273,8.8914,8.14007,9.36952,9.91595,10.1892,10.1892,11.4869,9.02801,9.36952,9.71104,10.3258,9.43782,10.8722
-44.826,0.930808,0.842559,2,3,0,47.9249,9.93939,-1.00434,1.39149,10.6967,10.7971,10.1945,11.701,9.19015,10.2949,8.38668,9.39102,6.27757,9.59189,10.0941,9.08972,12.8058,8.98929,10.2949,10.5962,10.998,11.1988,10.0941,9.59189,8.68798,7.48278,9.59189,9.69232,10.1945,10.3954,10.2949,10.5962,9.19015,8.28625,10.1945,7.58321,10.2949,10.6967,9.69232,11.6006,9.99363,8.88885,7.78408,9.59189,10.3954,10.7971,10.7971,12.7053,9.08972,9.59189,10.0941,10.998,9.69232,11.8014
-43.8553,1,0.842559,2,3,0,45.1016,9.66181,-0.727977,1.39495,10.2107,10.2835,9.84672,10.9387,9.11874,9.91951,8.53636,9.26434,7.00761,9.40993,9.77392,9.04594,11.7395,8.97314,9.91951,10.1379,10.4291,10.5747,9.77392,9.40993,8.75475,7.88118,9.40993,9.48273,9.84672,9.99231,9.91951,10.1379,9.11874,8.46356,9.84672,7.95398,9.91951,10.2107,9.48273,10.8659,9.70112,8.90035,8.09957,9.40993,9.99231,10.2835,10.2835,11.6667,9.04594,9.40993,9.77392,10.4291,9.48273,11.0115
-43.6834,0.937215,0.842559,3,11,0,44.4851,9.6939,-0.910866,1.55627,10.3807,10.4718,9.92526,11.2916,9.01439,10.0163,8.2857,9.19656,6.37288,9.37874,9.83417,8.9233,12.2935,8.83222,10.0163,10.2896,10.6539,10.8361,9.83417,9.37874,8.55896,7.46592,9.37874,9.46982,9.92526,10.1074,10.0163,10.2896,9.01439,8.19461,9.92526,7.55701,10.0163,10.3807,9.46982,11.2005,9.74308,8.74113,7.73918,9.37874,10.1074,10.4718,10.4718,12.2024,8.9233,9.37874,9.83417,10.6539,9.46982,11.3826
-45.5224,0.76412,0.842559,1,3,0,46.1729,9.78458,-0.87821,1.8145,10.4468,10.5346,10.0076,11.325,9.12944,10.0955,8.42687,9.30508,6.58263,9.48072,9.91982,9.04161,12.291,8.95379,10.0955,10.3589,10.7102,10.8859,9.91982,9.48072,8.69033,7.63648,9.48072,9.56854,10.0076,10.1833,10.0955,10.3589,9.12944,8.33905,10.0076,7.7243,10.0955,10.4468,9.56854,11.2371,9.832,8.86597,7.89994,9.48072,10.1833,10.5346,10.5346,12.2032,9.04161,9.48072,9.91982,10.7102,9.56854,11.4128
-50.0361,0.626242,0.842559,2,3,0,51.8989,9.35205,-0.261322,1.64957,9.54908,9.57522,9.41842,9.81041,9.1571,9.44456,8.94804,9.20937,8.39927,9.26163,9.39229,9.13097,10.0979,9.10484,9.44456,9.52295,9.62748,9.67974,9.39229,9.26163,9.02644,8.71285,9.26163,9.28776,9.41842,9.47069,9.44456,9.52295,9.1571,8.92191,9.41842,8.73899,9.44456,9.54908,9.28776,9.78427,9.36616,9.07871,8.79125,9.26163,9.47069,9.57522,9.57522,10.0717,9.13097,9.26163,9.39229,9.62748,9.28776,9.83654
-46.9848,1,0.842559,2,3,0,50.6945,9.32274,-0.571178,1.76774,9.75341,9.81053,9.46782,10.3246,8.89664,9.52494,8.4397,9.01088,7.24023,9.12511,9.4107,8.83952,10.9529,8.78241,9.52494,9.69629,9.92476,10.039,9.4107,9.12511,8.61105,7.92564,9.12511,9.18223,9.46782,9.58206,9.52494,9.69629,8.89664,8.38258,9.46782,7.98276,9.52494,9.75341,9.18223,10.2675,9.35358,8.72529,8.09699,9.12511,9.58206,9.81053,9.81053,10.8958,8.83952,9.12511,9.4107,9.92476,9.18223,10.3817
-44.6211,0.96924,0.842559,2,7,0,47.5186,9.37626,-0.782855,1.49495,9.96654,10.0448,9.57511,10.7494,8.79225,9.65339,8.16597,8.94883,6.52198,9.1054,9.49682,8.71397,11.6105,8.63568,9.65339,9.88825,10.2014,10.358,9.49682,9.1054,8.40083,7.4614,9.1054,9.18368,9.57511,9.73168,9.65339,9.88825,8.79225,8.08769,9.57511,7.53969,9.65339,9.96654,9.18368,10.6711,9.41854,8.5574,7.69626,9.1054,9.73168,10.0448,10.0448,11.5322,8.71397,9.1054,9.49682,10.2014,9.18368,10.8277
-44.6734,0.827989,0.842559,2,3,0,46.6855,9.61303,-0.96914,1.69386,10.3438,10.4407,9.85919,11.3129,8.89005,9.95611,8.11474,9.08388,6.07954,9.27771,9.76228,8.79314,12.379,8.69622,9.95611,10.2468,10.6345,10.8283,9.76228,9.27771,8.40548,7.24251,9.27771,9.37462,9.85919,10.053,9.95611,10.2468,8.89005,8.01783,9.85919,7.33943,9.95611,10.3438,9.37462,11.216,9.66536,8.59931,7.53325,9.27771,10.053,10.4407,10.4407,12.282,8.79314,9.27771,9.76228,10.6345,9.37462,11.4098
-44.4101,1,0.842559,2,3,0,44.7866,9.55478,-0.917781,1.66068,10.2468,10.3386,9.7879,11.1646,8.87012,9.87968,8.13589,9.05368,6.20855,9.23723,9.69612,8.77834,12.1741,8.68656,9.87968,10.155,10.5221,10.7057,9.69612,9.23723,8.41123,7.30989,9.23723,9.32901,9.7879,9.97146,9.87968,10.155,8.87012,8.04412,9.7879,7.40167,9.87968,10.2468,9.32901,11.0728,9.60434,8.59479,7.58523,9.23723,9.97146,10.3386,10.3386,12.0824,8.77834,9.23723,9.69612,10.5221,9.32901,11.2564
