# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = m13_2_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = m13_2_model_1.data.R
# init = 2 (Default)
# random
#   seed = 2734583008
# output
#   file = m13_2_model_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_dept.1,a_dept.2,a_dept.3,a_dept.4,a_dept.5,a_dept.6,a,bm,sigma_dept
-2601.38,0.899419,0.437835,4,15,0,2606,0.830582,0.741379,-0.510503,-0.492246,-0.919867,-2.49509,0.30319,-0.245049,1.66999
-2604.6,0.900858,0.437835,3,7,0,2605.62,0.878237,0.754676,-0.485428,-0.537863,-0.831166,-2.67146,0.339108,-0.288265,1.93734
-2602.54,0.992756,0.437835,3,7,0,2606.27,0.85276,0.757572,-0.436089,-0.478382,-0.923111,-2.50055,-0.00173078,-0.214792,1.82874
-2606.57,0.894306,0.437835,3,7,0,2608.9,0.835161,0.632001,-0.437253,-0.489432,-0.828115,-2.80728,-0.0742735,-0.216558,2.23356
-2605.46,1,0.437835,3,7,0,2607.73,0.788735,0.65972,-0.418581,-0.482852,-0.843264,-2.80315,-0.145519,-0.213849,1.94222
-2603,1,0.437835,3,7,0,2609.07,0.792004,0.702568,-0.500203,-0.436214,-0.97006,-2.87659,-0.407468,-0.224012,1.09464
-2602.38,0.823896,0.437835,3,7,0,2609.22,0.646324,0.670819,-0.628554,-0.708605,-1.04197,-2.29041,-0.70913,-0.151707,1.3828
-2598.57,1,0.437835,3,7,0,2604.6,0.660102,0.632405,-0.620628,-0.628379,-1.08375,-2.58387,-0.09969,-0.051254,1.13834
-2600.99,0.733737,0.437835,4,15,0,2605.33,0.671453,0.688171,-0.636285,-0.696753,-1.13882,-2.49787,-0.0198326,-0.0249134,1.3963
-2601.55,0.885887,0.437835,3,7,0,2603.84,0.585624,0.447428,-0.614628,-0.615609,-1.14779,-2.57556,-0.760774,-0.101565,1.20953
-2601.55,0.979445,0.437835,4,15,0,2606.55,0.571996,0.403428,-0.63837,-0.699345,-1.07456,-2.79692,-1.64011,0.0153787,1.6093
-2600.95,0.759567,0.437835,3,7,0,2605.22,0.524592,0.539107,-0.660058,-0.682112,-1.23988,-2.80771,-0.601928,-0.0119969,1.22928
-2599.38,0.929975,0.437835,4,23,0,2605.72,0.583418,0.488365,-0.636469,-0.663467,-1.06417,-2.5082,-1.00306,-0.0376148,1.39084
-2599.8,0.972926,0.437835,3,7,0,2601.36,0.579956,0.65173,-0.59111,-0.638855,-1.1257,-2.57345,-0.260725,-0.0491458,0.828179
-2599.69,0.989737,0.437835,3,7,0,2601.61,0.590577,0.608311,-0.557251,-0.641502,-1.11921,-2.6367,-0.285596,-0.0797136,0.829422
-2598.86,0.743483,0.437835,3,7,0,2603.77,0.608499,0.661564,-0.542571,-0.595269,-1.08245,-2.60953,-0.681869,-0.0416829,1.11593
-2600.34,0.936236,0.437835,3,7,0,2601.4,0.644512,0.502637,-0.651149,-0.733138,-0.976955,-2.6279,-0.533181,-0.0723958,1.38641
-2601.64,0.977713,0.437835,3,7,0,2603.47,0.594265,0.649499,-0.663854,-0.512872,-0.974773,-2.54674,-0.186205,-0.031443,0.994864
-2600.73,0.955001,0.437835,3,7,0,2608.28,0.535413,0.633002,-0.624421,-0.583481,-1.05201,-2.65279,0.140774,-0.0359868,1.10699
-2602.74,0.901643,0.437835,3,7,0,2605.93,0.680771,0.641542,-0.496381,-0.769092,-1.0559,-2.77078,-1.46685,-0.0444374,1.23787
-2602,0.908587,0.437835,3,7,0,2608.23,0.587146,0.437639,-0.70054,-0.567238,-1.09497,-2.60816,0.183945,0.0136454,1.47046
-2601.9,0.985406,0.437835,3,7,0,2604.19,0.599341,0.63527,-0.490382,-0.755119,-1.03787,-2.60057,-1.18137,-0.0472029,0.933865
-2600.9,0.672015,0.437835,3,7,0,2607.27,0.627783,0.565541,-0.646936,-0.621821,-0.969298,-2.7265,-0.0299375,0.0164135,1.27337
-2599.36,0.992418,0.437835,3,7,0,2602.92,0.672699,0.592594,-0.558316,-0.625182,-1.17129,-2.56113,-1.22794,-0.0729569,1.1059
-2600.87,0.909559,0.437835,3,7,0,2602.65,0.592964,0.45797,-0.538922,-0.600682,-1.08185,-2.69777,0.175322,-0.0461667,1.27782
-2599.52,0.981684,0.437835,3,7,0,2601.93,0.607391,0.605304,-0.616066,-0.67955,-1.08766,-2.63395,-1.34931,-0.0297373,1.83624
-2599.57,0.932938,0.437835,3,7,0,2601.67,0.670123,0.566269,-0.577956,-0.626116,-0.990072,-2.54068,-0.274919,-0.067459,1.96432
-2599.13,0.974465,0.437835,3,7,0,2601.09,0.589593,0.697977,-0.587956,-0.654492,-1.00053,-2.60411,-0.535722,-0.0927905,0.967755
-2602.45,0.811792,0.437835,3,7,0,2604.44,0.736804,0.554863,-0.669378,-0.683595,-1.06137,-2.33811,0.0956986,-0.0968248,1.68295
-2602.53,0.990906,0.437835,3,7,0,2605,0.542575,0.625375,-0.591818,-0.600324,-0.927552,-2.82307,-1.12906,-0.0580857,0.881084
-2603.7,0.953549,0.437835,3,7,0,2608.49,0.776153,0.635826,-0.569465,-0.65153,-1.26194,-2.41799,0.125498,-0.167804,1.91427
-2600.1,0.954978,0.437835,3,7,0,2606.31,0.602638,0.728177,-0.628481,-0.520977,-1.04282,-2.52627,-0.845172,-0.107905,1.31465
-2598.92,0.992352,0.437835,3,7,0,2602.58,0.701593,0.619776,-0.537755,-0.682768,-1.05312,-2.71621,-0.343735,-0.0952475,1.02323
-2600.94,0.92664,0.437835,3,7,0,2603.21,0.594927,0.569567,-0.657662,-0.513491,-1.15737,-2.73761,-0.882328,-0.0519084,1.62352
-2602.61,0.94899,0.437835,4,15,0,2608.25,0.500401,0.397948,-0.56756,-0.798926,-1.03881,-2.5091,-0.800837,0.0747064,0.924307
-2600.66,0.985848,0.437835,3,7,0,2604.75,0.52618,0.502158,-0.642614,-0.799657,-1.16713,-2.62019,-0.515706,0.0564323,1.08919
-2601.57,0.91465,0.437835,3,7,0,2604.18,0.55244,0.453377,-0.765934,-0.706554,-1.08693,-2.58626,-0.923632,0.0574215,0.976557
-2601.23,0.954665,0.437835,3,7,0,2604.42,0.556779,0.514404,-0.753434,-0.604128,-1.12575,-2.58658,-0.502793,-0.0171123,1.44368
-2601.24,0.88763,0.437835,4,23,0,2604.23,0.671219,0.609429,-0.559344,-0.715956,-0.93625,-2.74703,-0.620499,-0.00512963,1.07278
-2601.92,0.89268,0.437835,3,15,0,2608.22,0.804974,0.650904,-0.563637,-0.692301,-0.915888,-2.34872,-0.70181,-0.190449,1.16652
-2603.85,0.892797,0.437835,2,3,0,2605.06,0.797319,0.64509,-0.564055,-0.703464,-0.922334,-2.31035,-0.876961,-0.216663,0.905612
-2598.68,1,0.437835,3,7,0,2604.98,0.699988,0.652387,-0.522945,-0.579384,-1.07379,-2.60933,-0.0354116,-0.0988086,1.25958
-2600.71,0.746161,0.437835,3,7,0,2605.43,0.710558,0.778137,-0.589631,-0.567671,-1.04321,-2.48448,-1.58502,-0.129335,1.6056
-2602.69,0.834237,0.437835,3,7,0,2608.38,0.599985,0.594341,-0.594239,-0.535525,-0.916519,-2.32758,-0.573172,-0.0627551,1.63227
-2601.47,0.986838,0.437835,3,15,0,2607.23,0.570407,0.486614,-0.599688,-0.504522,-1.1286,-2.72637,-1.11913,-0.0344591,1.02593
-2602.68,0.761354,0.437835,3,7,0,2607.88,0.571346,0.694618,-0.549571,-0.733834,-1.22129,-2.41382,-0.513661,-0.0141128,1.14685
-2605.38,0.982467,0.437835,4,31,0,2607.02,0.603683,0.37937,-0.697933,-0.615544,-1.03029,-2.98819,-1.611,0.0526172,1.96425
-2600.03,1,0.437835,3,7,0,2606.07,0.544853,0.632452,-0.609334,-0.743923,-1.10928,-2.59204,-0.560385,-0.0469148,0.924947
-2598.93,0.961805,0.437835,3,7,0,2601.75,0.698455,0.60053,-0.593225,-0.643596,-1.04402,-2.60689,-1.23966,-0.0537655,1.28026
-2601.02,0.750806,0.437835,3,15,0,2604.97,0.62329,0.604309,-0.641675,-0.625256,-0.981691,-2.5998,-0.185825,0.0256882,1.16694
-2600.13,0.970342,0.437835,4,23,0,2605.98,0.682128,0.550827,-0.55912,-0.688588,-1.01388,-2.74063,-0.156583,-0.115068,1.57449
-2599.6,0.982219,0.437835,3,7,0,2602.95,0.53471,0.58021,-0.626665,-0.568491,-1.08799,-2.74103,-0.77434,-0.012884,1.18344
-2599.56,0.903574,0.437835,3,7,0,2604.59,0.779914,0.628538,-0.533014,-0.599433,-1.01399,-2.42048,-0.303593,-0.154735,1.56979
-2599.59,0.902224,0.437835,3,7,0,2602.22,0.657548,0.714809,-0.523827,-0.567554,-1.05653,-2.60893,-0.641373,-0.068208,0.950548
-2608.18,0.54177,0.437835,3,7,0,2612.9,0.774748,0.605121,-0.613098,-0.795859,-1.23344,-2.44849,-2.34094,-0.139939,2.17025
-2606.34,0.964822,0.437835,3,15,0,2613.25,0.442053,0.550814,-0.608839,-0.630088,-0.941773,-2.8991,-0.66923,0.105031,1.82833
-2605.77,0.962149,0.437835,4,23,0,2610.83,0.74396,0.471723,-0.662128,-0.751327,-1.27408,-2.44549,-1.25264,-0.0148989,0.961309
-2604.92,1,0.437835,3,15,0,2610.05,0.598821,0.778886,-0.672684,-0.461691,-0.940218,-2.76292,0.197579,-0.126742,1.55115
-2606.35,0.929228,0.437835,4,23,0,2611.68,0.42859,0.623264,-0.632861,-0.58951,-1.27723,-2.83187,0.196823,-0.0108186,1.36293
-2601.89,0.96897,0.437835,3,7,0,2610.69,0.561914,0.597421,-0.554887,-0.666381,-1.2032,-2.59294,-1.17032,0.0460524,1.09408
-2602.78,0.825666,0.437835,4,23,0,2608.44,0.756814,0.939515,-0.555288,-0.505531,-1.02392,-2.37234,-0.610963,-0.225289,1.67775
-2599.33,0.87982,0.437835,3,15,0,2607,0.659877,0.775832,-0.541053,-0.633693,-1.07702,-2.61606,-0.197797,-0.120125,1.20593
-2601.12,0.798423,0.437835,3,7,0,2605.56,0.580359,0.688395,-0.591763,-0.662146,-1.11035,-2.57937,0.576035,-0.0573298,1.47604
-2600.73,0.730806,0.437835,3,7,0,2606.39,0.738348,0.631742,-0.642099,-0.689912,-1.08119,-2.87816,-0.735599,-0.0582586,1.28359
-2607.86,0.825351,0.437835,3,7,0,2611.7,0.503575,0.56652,-0.63714,-0.512188,-1.12054,-3.13184,-1.87052,-0.029526,1.83953
-2603.92,0.999395,0.437835,3,7,0,2610.49,0.610988,0.556812,-0.614151,-0.557245,-1.09401,-2.90875,-2.11121,-0.0723046,2.87584
-2606.59,0.908902,0.437835,3,7,0,2610.13,0.753662,0.5187,-0.527176,-0.487632,-0.995811,-3.03046,-1.73387,-0.091447,1.8867
-2602.95,0.918046,0.437835,3,7,0,2613.23,0.660677,0.584332,-0.610034,-0.722255,-0.905183,-2.58028,0.50098,-0.0787028,2.52209
-2601.92,0.86084,0.437835,3,7,0,2609.04,0.623427,0.677948,-0.658626,-0.681934,-0.962494,-2.69611,0.287484,-0.0524396,2.29969
-2604.49,0.754468,0.437835,3,7,0,2606.75,0.797193,0.626471,-0.53175,-0.562628,-1.12468,-2.40168,-0.970904,-0.0627293,0.747366
-2601.86,0.961074,0.437835,3,7,0,2607.33,0.593379,0.557419,-0.536029,-0.580792,-1.12654,-2.39508,-0.0491693,-0.136801,1.21781
-2600.87,0.945744,0.437835,4,23,0,2607.93,0.728146,0.697375,-0.563414,-0.491518,-0.969979,-2.43431,0.402831,-0.153643,1.26144
-2601.22,0.987063,0.437835,3,15,0,2605.19,0.583509,0.547014,-0.587739,-0.783861,-1.09895,-2.8061,-0.834109,0.0174007,1.87127
-2603.41,0.921909,0.437835,3,7,0,2607.19,0.589112,0.576325,-0.816452,-0.667678,-1.01785,-2.64811,-0.300239,-0.0253059,0.940081
-2599.81,0.953784,0.437835,3,7,0,2606.55,0.678009,0.632402,-0.544819,-0.659938,-1.15617,-2.79625,-1.11712,-0.0562051,1.28566
-2600.81,0.956964,0.437835,3,7,0,2603.08,0.507312,0.549054,-0.619943,-0.62224,-1.04208,-2.4533,-0.824287,-0.0210593,1.63223
-2608.29,0.708897,0.437835,3,7,0,2611.36,0.641065,0.419008,-0.407961,-0.660953,-1.0534,-2.84118,0.593095,0.0327487,1.92533
-2602.78,0.84672,0.437835,3,7,0,2614.15,0.601318,0.544067,-0.536505,-0.590454,-1.0402,-2.51734,1.03725,-0.0861461,1.52468
-2603.93,0.976957,0.437835,3,7,0,2608.87,0.635024,0.545349,-0.706875,-0.736376,-1.14035,-2.79551,-2.13917,-0.0529246,1.48763
-2602.48,0.971384,0.437835,3,7,0,2606.49,0.533227,0.548824,-0.570645,-0.592816,-0.935939,-2.56061,0.463784,-0.0710691,1.35043
-2602.38,0.930067,0.437835,3,7,0,2605.9,0.627503,0.608755,-0.536321,-0.565007,-0.970929,-2.51114,-0.575224,-0.0449353,2.64747
-2604.63,0.911765,0.437835,4,23,0,2606.88,0.720913,0.664983,-0.632111,-0.689473,-1.10299,-2.72965,1.14149,-0.0180562,1.61839
-2600.59,1,0.437835,3,7,0,2607.27,0.629318,0.683796,-0.537963,-0.610938,-1.05153,-2.78851,0.362436,-0.113566,1.49745
-2602.88,0.875775,0.437835,3,7,0,2607.7,0.591439,0.409079,-0.643098,-0.60936,-1.07624,-2.35222,-1.26434,-0.0426598,1.08178
-2599.3,0.999068,0.437835,3,7,0,2604.4,0.650936,0.56252,-0.62999,-0.535468,-1.00864,-2.51645,-0.533879,-0.0481527,1.18267
-2599.88,0.894715,0.437835,3,15,0,2602.87,0.740089,0.799161,-0.631633,-0.605247,-0.979661,-2.47713,-0.644997,-0.160347,0.964284
-2602.05,0.823264,0.437835,3,15,0,2605.11,0.680539,0.627099,-0.657897,-0.74345,-0.975587,-2.52828,-0.488873,-0.161758,1.06843
-2603.75,0.862179,0.437835,3,7,0,2608.64,0.848744,0.471937,-0.583245,-0.649099,-0.936626,-2.59203,-0.13459,-0.132794,1.10218
-2600.26,1,0.437835,3,7,0,2605.58,0.650293,0.74063,-0.632394,-0.628779,-1.07098,-2.49416,0.104436,-0.102392,1.76938
-2603.28,0.930439,0.437835,3,7,0,2605.12,0.63462,0.499009,-0.628368,-0.628059,-0.938396,-3.01401,-1.32866,-0.0246238,1.20346
-2600.58,1,0.437835,3,7,0,2604.96,0.636898,0.66158,-0.564607,-0.59205,-1.10126,-2.36912,0.000795683,-0.064032,1.5951
-2602.66,0.94957,0.437835,3,7,0,2604.4,0.743969,0.601453,-0.542055,-0.677397,-0.996722,-2.96802,-1.27926,-0.11736,1.16778
-2606.31,0.941055,0.437835,3,7,0,2611.1,0.542799,0.632763,-0.442486,-0.803334,-1.03336,-2.41258,0.228905,-0.0252267,1.18979
-2602.55,0.98077,0.437835,3,7,0,2612.11,0.716317,0.631775,-0.566263,-0.679292,-0.876514,-2.78436,-1.30617,-0.103458,0.986472
-2601.88,0.994437,0.437835,3,7,0,2608.92,0.72228,0.715317,-0.560865,-0.506297,-1.20631,-2.45732,0.243572,-0.158778,1.89736
-2603.68,0.935048,0.437835,3,7,0,2606.93,0.891561,0.70714,-0.622486,-0.563837,-1.01564,-2.61506,0.193131,-0.221284,2.68213
-2604.09,0.861793,0.437835,3,7,0,2608.84,0.610294,0.880234,-0.502512,-0.622505,-1.02289,-2.71856,-0.0042796,-0.159398,1.00757
-2602.7,0.995491,0.437835,3,7,0,2607.06,0.76491,0.500983,-0.652585,-0.544481,-1.12004,-2.43235,-1.04112,-0.121969,1.81731
-2601.16,0.831188,0.437835,3,7,0,2610,0.670065,0.550625,-0.544616,-0.77425,-1.00116,-2.74487,-0.756444,-0.0993482,1.0769
-2600.95,1,0.437835,3,7,0,2602.57,0.536427,0.511596,-0.684636,-0.560608,-1.164,-2.53299,-0.546717,-0.0394132,1.284
-2602.19,0.964915,0.437835,3,7,0,2604.88,0.612025,0.43177,-0.593276,-0.744249,-0.949155,-2.84206,-1.08358,0.0222471,1.06838
-2601.13,0.803856,0.437835,3,15,0,2606.19,0.65472,0.734829,-0.60295,-0.595273,-1.22645,-2.52276,-0.332977,-0.0547671,1.43445
-2599.64,0.99903,0.437835,3,7,0,2602.66,0.63839,0.467486,-0.608878,-0.713918,-1.06802,-2.6377,-0.883327,0.0111224,0.928933
-2601.24,0.98916,0.437835,4,23,0,2601.83,0.434659,0.48513,-0.583455,-0.716831,-1.05593,-2.66318,-0.436118,0.0331424,1.36946
-2600.06,0.973788,0.437835,3,7,0,2604.17,0.673603,0.506461,-0.695326,-0.669121,-1.16644,-2.7334,-0.722812,-0.041099,1.21494
-2601.26,0.973416,0.437835,3,7,0,2602.82,0.672434,0.580195,-0.758832,-0.615965,-1.16917,-2.54556,-0.780561,-0.0466651,1.16266
-2605.71,0.596979,0.437835,3,7,0,2609.66,0.534692,0.515221,-0.451431,-0.623182,-0.949889,-2.74085,-1.21819,-0.0981975,2.30903
-2602.47,0.989932,0.437835,3,15,0,2610.25,0.891151,0.828682,-0.567354,-0.609287,-1.11687,-2.38526,-0.249807,-0.202952,0.96176
-2601.67,0.996525,0.437835,3,7,0,2604.96,0.802266,0.679082,-0.550785,-0.548783,-0.962096,-2.32127,-0.80825,-0.24952,0.930113
-2600.99,0.929564,0.437835,3,15,0,2606.87,0.615164,0.680663,-0.551131,-0.76474,-1.0036,-2.62138,-0.247997,-0.022803,1.27256
-2604.15,0.945552,0.437835,3,7,0,2606.37,0.555547,0.622544,-0.601412,-0.749418,-0.895372,-2.86405,0.214199,-0.0651951,1.30855
-2604.98,0.855579,0.437835,3,7,0,2608.49,0.642776,0.54953,-0.607511,-0.537799,-1.25412,-2.35556,-1.67551,-0.0866334,2.33715
-2602.53,0.996401,0.437835,3,7,0,2608.04,0.674647,0.548747,-0.55512,-0.579168,-1.22629,-2.4011,-1.55998,-0.0873207,1.81143
-2605.93,0.851359,0.437835,3,7,0,2610.47,0.61908,0.651733,-0.640555,-0.564455,-0.918903,-3.05051,0.0751115,-0.117511,1.00854
-2599.77,1,0.437835,3,7,0,2606.43,0.689628,0.588715,-0.597825,-0.642502,-0.97907,-2.74605,-0.510934,-0.0312324,1.61866
-2601.78,0.839495,0.437835,3,15,0,2604.99,0.651278,0.532631,-0.578331,-0.701347,-1.0842,-2.46041,0.469965,-0.0721542,1.10436
-2600.56,0.986447,0.437835,3,7,0,2604.44,0.699761,0.680472,-0.5913,-0.704216,-0.966626,-2.77103,-1.18855,-0.0834383,1.6773
-2601.68,0.95342,0.437835,3,7,0,2604.11,0.702908,0.656255,-0.608101,-0.699987,-0.957664,-2.92419,-1.13513,-0.106633,1.44788
-2600.61,0.907952,0.437835,3,7,0,2605.63,0.627693,0.586681,-0.617827,-0.538788,-1.0737,-2.36065,-0.140129,-0.124694,1.14993
-2600.38,0.98031,0.437835,3,15,0,2604,0.854756,0.676585,-0.529795,-0.563657,-1.05111,-2.53687,-0.690224,-0.16866,1.78731
-2602.43,0.690804,0.437835,4,23,0,2606.1,0.747764,0.860032,-0.519042,-0.55275,-0.893281,-2.4873,0.104581,-0.166372,0.98407
-2601.47,0.807946,0.437835,4,23,0,2607.54,0.687474,0.747573,-0.501263,-0.610205,-0.926642,-2.5298,-0.0667053,-0.208995,0.903809
-2602.66,0.765314,0.437835,3,7,0,2608.41,0.607197,0.665399,-0.612813,-0.609593,-0.856947,-2.33384,-0.389498,-0.0620842,1.25417
-2607.88,0.807705,0.437835,3,7,0,2613.11,0.643075,0.445508,-0.474654,-0.493088,-0.911965,-2.19509,-0.502407,-0.13914,0.917065
-2604.66,0.996566,0.437835,3,15,0,2612.53,0.859229,0.937632,-0.567969,-0.640431,-0.847274,-2.68334,-0.257886,-0.250349,1.2866
-2602.47,0.833254,0.437835,3,15,0,2609.81,0.846279,0.536053,-0.525859,-0.519425,-1.01944,-2.38241,-0.622675,-0.13563,1.01409
-2606.08,0.79355,0.437835,3,7,0,2613.08,0.754061,0.531989,-0.479311,-0.517566,-1.24475,-2.89579,0.17856,-0.1358,1.2416
-2606.09,0.973181,0.437835,3,7,0,2609.52,0.627568,0.786238,-0.667839,-0.717125,-0.912515,-2.38871,-0.340295,-0.0493693,2.21496
-2602.85,0.994354,0.437835,3,15,0,2610.19,0.599186,0.67898,-0.603201,-0.551314,-0.869148,-2.68969,-1.29121,-0.156918,1.31585
-2602.62,0.88149,0.437835,3,7,0,2608.02,0.767058,0.518606,-0.684558,-0.624,-0.964612,-2.51914,-0.862419,-0.0961555,2.08397
-2602.21,0.938213,0.437835,3,7,0,2607.24,0.488497,0.612668,-0.638003,-0.694322,-1.02593,-2.73048,0.245395,-0.0334107,1.20228
-2604.12,0.83291,0.437835,3,7,0,2608.04,0.705391,0.616802,-0.682455,-0.628033,-0.972891,-2.34366,-1.36058,-0.0150921,1.24168
-2602.58,1,0.437835,3,7,0,2606.61,0.666244,0.585518,-0.699701,-0.579389,-0.927742,-2.43653,-1.31596,-0.0379289,1.20675
-2606.84,0.91138,0.437835,3,7,0,2612.01,0.843094,0.767837,-0.425932,-0.568138,-1.196,-2.90177,-0.848786,-0.176134,2.53737
-2607.35,0.806545,0.437835,3,7,0,2616.15,0.627997,0.639551,-0.772355,-0.552161,-1.00245,-2.21754,-0.448038,-0.112956,0.652418
-2599.2,1,0.437835,3,7,0,2608.77,0.643674,0.610051,-0.648709,-0.644563,-1.178,-2.50355,-0.576456,-0.0354924,1.30022
-2601.25,0.586883,0.437835,3,15,0,2605.71,0.575228,0.603107,-0.572561,-0.644995,-0.978749,-2.76595,-0.79479,0.0368654,1.06852
-2599.92,0.979444,0.437835,3,7,0,2603.81,0.692394,0.56397,-0.674162,-0.677053,-1.1402,-2.49372,-0.490872,-0.10541,1.13829
-2602.53,0.835525,0.437835,3,7,0,2604.83,0.668537,0.707351,-0.474668,-0.542602,-0.955553,-2.62121,-1.86342,-0.163573,2.24683
-2600.22,0.936185,0.437835,3,15,0,2606.73,0.678512,0.58418,-0.735679,-0.662318,-1.10577,-2.62033,-0.870002,-0.052622,1.38836
-2602.23,0.862026,0.437835,3,7,0,2606.89,0.555314,0.51317,-0.625321,-0.578738,-0.928447,-2.7131,0.435429,-0.0213877,1.60533
-2601.29,0.989301,0.437835,3,15,0,2606.59,0.773012,0.703369,-0.549615,-0.649109,-0.997676,-2.5242,0.849408,-0.162157,1.83717
-2605.5,0.773112,0.437835,3,7,0,2608.19,0.833117,0.528231,-0.643238,-0.648747,-0.88371,-2.4897,0.346638,-0.171781,1.94748
-2603.8,0.996144,0.437835,3,7,0,2606.81,0.568724,0.780264,-0.500289,-0.541522,-1.13387,-2.67197,-1.14247,-0.114126,0.879827
-2601.99,0.955217,0.437835,3,7,0,2609.32,0.574554,0.690215,-0.53464,-0.539457,-1.15868,-2.70284,-1.44538,-0.1172,1.31684
-2606.13,0.832279,0.437835,3,7,0,2610.41,0.903804,0.669344,-0.491708,-0.641922,-1.03634,-2.16098,0.096761,-0.246328,1.10282
-2607.4,0.729751,0.437835,3,7,0,2613.69,0.756537,0.9645,-0.41821,-0.406299,-1.03287,-2.63453,-0.901003,-0.338266,1.07651
-2603.85,1,0.437835,3,7,0,2609.25,0.860761,0.905927,-0.45735,-0.385831,-0.941356,-2.38824,-0.794261,-0.27637,1.32545
-2606.36,0.907762,0.437835,3,7,0,2609.97,0.767161,0.819815,-0.524394,-0.384159,-1.07671,-2.31653,-1.75752,-0.287302,1.65386
-2604.7,0.968907,0.437835,3,7,0,2610.5,0.857557,0.769532,-0.571105,-0.419629,-1.04146,-2.31084,-1.74113,-0.258222,1.82621
-2604.37,0.956548,0.437835,3,7,0,2608.08,0.858131,0.756165,-0.606729,-0.500545,-1.05603,-2.32769,-1.77438,-0.269824,1.61419
-2603.1,0.910116,0.437835,3,7,0,2608.7,0.859949,0.790642,-0.576653,-0.453911,-1.11061,-2.45287,-1.5601,-0.228505,1.9303
-2599.82,0.953971,0.437835,3,7,0,2607.77,0.811872,0.798164,-0.560482,-0.575969,-0.966347,-2.65096,-0.483447,-0.235771,1.17185
-2602.71,0.868573,0.437835,3,15,0,2607.1,0.729748,0.671576,-0.555104,-0.672675,-1.25515,-2.50258,-0.881203,-0.0976889,2.33443
-2602.85,0.979173,0.437835,3,7,0,2606.34,0.654285,0.581883,-0.525945,-0.465616,-1.01239,-2.49884,-0.27529,-0.114285,0.667223
-2599.78,0.793439,0.437835,3,7,0,2606.98,0.819969,0.68796,-0.624844,-0.61642,-1.01545,-2.62113,-0.62918,-0.18167,1.48752
-2601.98,0.901661,0.437835,3,7,0,2603.97,0.716494,0.750761,-0.527013,-0.539989,-1.12571,-2.62239,0.940312,-0.180209,1.98997
-2603.13,0.716382,0.437835,3,7,0,2613.47,0.69685,0.752459,-0.592579,-0.510653,-1.00384,-2.8155,0.715691,-0.183134,2.30303
-2610.29,0.597244,0.437835,3,7,0,2615.53,0.78456,0.916981,-0.457559,-0.677424,-1.25712,-2.84119,0.672102,-0.134882,1.64669
-2599.61,0.923728,0.437835,3,7,0,2612.95,0.739869,0.656227,-0.528659,-0.690922,-1.10269,-2.52218,-0.288279,-0.156036,1.38728
-2602.84,0.949164,0.437835,3,7,0,2605.57,0.495471,0.415187,-0.620007,-0.57647,-0.990673,-2.50797,-0.870704,0.0351743,0.784236
-2602.9,0.720409,0.437835,3,7,0,2608.62,0.618253,0.5724,-0.783257,-0.701619,-1.18648,-2.72433,-0.350796,-0.0156923,1.72194
-2601.13,0.973873,0.437835,3,7,0,2605.31,0.520493,0.519679,-0.524385,-0.581354,-1.11689,-2.78135,-1.14677,-0.0163144,1.21456
-2600.74,0.999071,0.437835,3,7,0,2603.35,0.568475,0.585239,-0.515352,-0.66325,-1.19887,-2.62423,-1.28653,-0.0197897,1.22526
-2600.29,0.910651,0.437835,3,7,0,2603.64,0.678314,0.479597,-0.587955,-0.647623,-1.18469,-2.54535,-0.655155,-0.0458384,1.70074
-2601.17,0.94489,0.437835,3,7,0,2602.85,0.534978,0.618875,-0.637764,-0.598105,-0.963628,-2.7734,-0.0730545,-0.0592306,1.10962
-2601.79,0.885039,0.437835,3,7,0,2607.9,0.514095,0.500583,-0.607427,-0.728333,-1.23309,-2.51522,-1.37171,0.0296782,1.46099
-2600.73,0.99086,0.437835,3,7,0,2604.33,0.514562,0.514875,-0.560181,-0.693635,-1.18727,-2.58321,-1.28597,0.0183256,1.3147
-2599.22,0.858902,0.437835,3,7,0,2605.08,0.679074,0.604242,-0.664518,-0.614787,-1.0201,-2.71974,-0.229857,-0.0473747,1.37406
-2599.41,0.915729,0.437835,3,7,0,2602.94,0.782993,0.645127,-0.507102,-0.616294,-1.07104,-2.52785,-0.677,-0.115515,0.938373
-2604.75,0.433576,0.437835,3,15,0,2611.7,0.571083,0.80874,-0.570633,-0.689407,-1.04674,-2.73259,0.691471,-0.0802583,2.51514
-2603.84,0.995769,0.437835,3,7,0,2607.64,0.561937,0.664633,-0.652552,-0.661403,-0.993737,-2.77063,1.07687,-0.0784221,2.53753
